coming_soon,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year,approval_rating,price_usd
False,False,51,True,False,False,,379,0,432,1281,0,3,32,Self-Published,1,2018,0.8228980322003577,0.49
False,False,80,True,False,False,89.0,103,0,61,26,0,0,0,Publisher-Backed,1,2018,0.8578442311983933,1.99
False,False,0,True,False,False,75.0,317,0,248,41,17,0,30,Publisher-Backed,1,2018,0.7590662417090188,19.99
False,False,0,True,False,False,,17342,0,22453,349,0,3,13,Self-Published,1,2018,0.8436354752015637,13.99
False,False,0,True,True,False,75.0,75,0,75,0,0,0,13,Self-Published,1,2013,0.7468879668049793,4.99
False,False,0,True,False,False,,192,0,199,2,0,0,27,Self-Published,1,2018,0.7439759036144579,4.99
False,False,0,True,True,True,79.0,252,0,119,1,0,1,29,Self-Published,1,2018,0.9412665985699693,19.99
False,False,0,True,False,False,,135,0,128,30,0,0,15,Self-Published,1,2018,0.9335450769606646,5.99
False,False,0,True,True,False,,250,0,154,27,0,0,56,Self-Published,1,2015,0.8464878006425285,8.99
False,False,0,True,False,False,,249,0,270,0,0,0,26,Self-Published,1,2018,0.5196629213483146,1.99
False,False,0,True,False,False,89.0,1453,154,568,2248,17,32,55,Self-Published,1,2018,0.9598105835095426,29.99
False,False,70,True,True,False,,269,0,257,57,0,1,14,Publisher-Backed,1,2018,0.9167412712623098,1.64
False,False,90,True,False,False,72.0,637,0,211,267,0,1,28,Publisher-Backed,1,2018,0.7731842057598262,3.99
False,False,0,True,True,False,,467,0,180,9,0,0,0,Self-Published,1,2018,0.9047546711225884,19.99
False,False,0,True,False,False,,268,0,271,0,0,0,0,Publisher-Backed,1,2018,0.7725631768953068,1.99
False,False,90,True,True,True,,502,41,341,1208,0,0,49,Publisher-Backed,1,2018,0.9150738507844675,1.99
False,False,0,True,True,False,,1182,0,918,188,0,0,39,Publisher-Backed,1,2018,0.9329020332717191,14.99
False,False,0,True,True,False,,926,0,617,13,0,1,20,Self-Published,1,2018,0.87312382739212,17.99
False,False,0,True,False,False,,28,0,37,4,0,0,48,Self-Published,1,2018,0.8045540796963947,9.99
False,False,0,True,False,False,,3002,1383,986,1492,0,20,170,Self-Published,1,2018,0.7237848402447314,34.99
False,False,90,True,False,False,,353,0,334,49,0,1,9,Self-Published,1,2018,0.8515546639919759,0.49
False,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.6754772393538914,19.99
False,False,75,True,False,False,49.0,1219,0,157,5,0,6,0,Publisher-Backed,1,2018,0.5083996463306808,4.99
False,False,0,True,False,False,,2371,199,915,9978,0,0,54,Self-Published,1,2018,0.9581570256211474,19.99
False,False,70,True,False,False,,1529,0,1696,8,17,7,43,Self-Published,1,2018,0.7186761229314421,5.99
False,False,0,True,False,False,,548,5,417,103,17,1,60,Publisher-Backed,1,2018,0.8908333333333334,39.99
False,False,0,True,False,False,68.0,2554,1456,835,2278,0,3,294,Publisher-Backed,1,2018,0.9578889206815917,19.99
False,False,0,True,False,False,82.0,1734,42,381,1026,18,27,58,Publisher-Backed,1,2018,0.8810135395790405,49.99
False,False,90,True,True,True,,470,0,183,31,0,0,105,Self-Published,1,2018,0.8577322738386308,2.99
False,False,0,True,False,False,76.0,290,0,180,55,0,0,63,Publisher-Backed,1,2018,0.7847473784556721,19.99
False,False,80,True,False,False,,834,230,243,280,0,4,62,Publisher-Backed,1,2018,0.9112107385398981,3.99
False,False,0,True,True,True,,306,0,282,0,0,1,9,Self-Published,1,2018,0.6867088607594937,2.99
False,False,85,True,False,False,75.0,766,0,167,93,0,2,25,Publisher-Backed,1,2018,0.7263737722325458,4.49
False,False,70,True,False,False,77.0,419,0,236,12,0,7,0,Publisher-Backed,1,2018,0.9169440242057488,4.49
False,False,0,True,False,False,,510,583,299,30,0,0,9,Self-Published,1,2018,0.985869631996068,8.99
False,False,0,True,False,False,,114,0,41,8,0,0,0,Self-Published,1,2018,0.4867074527252503,7.99
False,False,85,True,False,False,,1683,1,131,241,0,0,58,Publisher-Backed,1,2018,0.743158905424868,3.74
False,False,0,True,False,False,,520,273,364,847,18,2,27,Publisher-Backed,1,2018,0.7914046121593291,59.99
False,False,0,True,True,False,,350,0,220,28,0,2,6,Self-Published,1,2018,0.8725155279503105,19.99
False,False,0,True,False,False,,691,0,460,114,0,2,70,Publisher-Backed,1,2018,0.9006001500375094,14.99
False,False,55,True,False,False,72.0,1024,0,310,20,0,21,45,Publisher-Backed,1,2018,0.9428382620188336,6.74
False,False,0,True,False,False,,1469,151,479,677,18,0,23,Self-Published,1,2018,0.9654650301214522,49.99
False,False,0,True,True,True,,200,0,212,1,0,0,23,Self-Published,1,2018,0.7400442477876106,9.99
False,False,0,True,False,False,84.0,39,0,8,0,0,0,0,Self-Published,1,2018,0.8051529790660226,4.99
False,False,0,True,False,False,,281,0,194,1,0,8,36,Publisher-Backed,1,2018,0.8296976655185611,19.99
False,False,0,True,True,True,80.0,245,0,253,11,0,1,13,Self-Published,1,2018,0.9173141891891892,9.99
False,False,0,True,False,False,,537,0,244,160,0,11,45,Publisher-Backed,1,2018,0.5663911269226745,19.99
False,False,0,True,False,False,,15689,1277,2312,37066,17,3,13,Self-Published,1,2018,0.7678035197977,49.99
False,False,0,True,True,True,,163,0,174,0,0,10,1079,Publisher-Backed,1,2018,0.6692647440893739,0.99
False,False,0,True,False,False,,185,0,40,6,0,0,18,Publisher-Backed,1,2018,0.6978540772532189,12.99
False,False,80,True,True,False,81.0,1635,0,312,929,0,0,71,Publisher-Backed,1,2018,0.9138182534989159,4.99
False,False,0,True,False,False,,2680,26,963,252,13,0,24,Publisher-Backed,1,2018,0.8218298555377207,39.99
False,False,0,True,False,False,,2017,0,467,45,0,0,180,Publisher-Backed,1,2018,0.8601398601398601,12.99
False,False,0,True,False,False,,3927,881,379,221,0,1,48,Publisher-Backed,1,2018,0.9397841661376621,39.99
False,False,0,True,False,False,90.0,36,0,40,1,0,0,0,Publisher-Backed,1,2009,0.5593869731800766,4.99
False,False,0,True,False,False,80.0,388,0,223,42,18,0,50,Publisher-Backed,1,2018,0.8726287262872628,19.99
False,False,0,True,False,False,66.0,314,0,318,12,0,0,46,Publisher-Backed,1,2019,0.7474093264248705,19.99
False,False,80,True,False,False,,234,26,336,117,0,0,0,Publisher-Backed,1,2018,0.7083708370837084,1.99
False,False,0,True,False,False,,2268,41,794,854,0,60,274,Self-Published,1,2018,0.8931538831284763,49.99
False,False,90,True,True,False,76.0,2074,0,1018,84,0,0,31,Publisher-Backed,1,2018,0.7870641169853768,2.99
False,False,50,True,False,False,,2099,118,1587,7330,0,3,55,Self-Published,1,2018,0.9604536416525518,11.99
False,False,0,True,True,True,75.0,809,0,296,128,0,8,100,Publisher-Backed,1,2018,0.8421742758374061,19.99
False,False,0,True,False,False,,1139,0,279,25,0,0,3,Self-Published,1,2018,0.9229651162790697,15.99
False,False,0,True,False,False,,1504,0,510,75,17,3,35,Publisher-Backed,1,2018,0.5720741075463173,59.99
False,False,0,True,True,False,70.0,279,0,274,1,0,0,0,Self-Published,1,2018,0.8892204401342783,4.99
False,False,0,True,False,False,,148,0,105,3,0,1,100,Self-Published,1,2018,0.8452838241570636,3.99
False,False,0,True,True,True,74.0,2299,212,253,154,0,0,100,Self-Published,1,2018,0.9175068670868336,14.99
False,False,33,True,False,False,,1818,1,571,281,0,6,38,Publisher-Backed,1,2018,0.8253087975800353,10.04
False,False,0,True,False,False,74.0,1160,877,730,173,17,9,56,Publisher-Backed,1,2018,0.8012062401024294,29.99
False,False,85,True,False,False,,645,0,268,43,0,4,71,Publisher-Backed,1,2018,0.7838332353133373,4.49
False,False,0,True,False,False,88.0,2734,42,1583,6767,17,0,34,Publisher-Backed,1,2018,0.9528510337208365,59.99
False,False,0,True,False,False,,362,0,358,0,0,0,0,Self-Published,1,2018,0.7293388429752066,14.99
False,False,65,True,False,False,,599,0,599,38,0,0,53,Self-Published,1,2018,0.9644699140401146,6.99
False,False,0,True,True,False,73.0,2192,0,1878,107,0,1,37,Self-Published,1,2018,0.7348097671777399,12.99
False,False,90,True,False,False,,235,0,223,0,0,0,0,Publisher-Backed,1,2018,0.4497907949790795,0.49
False,False,90,True,False,False,,1725,0,946,63,0,4,50,Publisher-Backed,1,2018,0.8982394029279495,3.99
False,False,0,True,True,False,,508,0,202,64,0,1,42,Publisher-Backed,1,2018,0.9145620634067706,14.99
False,False,0,True,True,True,,0,0,0,0,0,0,9,Publisher-Backed,1,2018,0.8421052631578947,4.99
False,False,75,True,False,False,81.0,935,0,251,2590,0,5,17,Publisher-Backed,1,2018,0.910574971815107,9.99
False,False,30,True,False,False,,88,0,79,46,0,0,2,Publisher-Backed,1,2018,0.9347152728139148,2.79
False,False,0,True,False,False,77.0,502,0,229,11,0,0,47,Self-Published,1,2018,0.8395624430264357,19.99
False,False,0,True,True,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.4,6.99
False,False,0,True,False,False,73.0,306,0,142,15,0,3,79,Publisher-Backed,1,2018,0.8793329198539039,19.99
False,False,0,True,False,False,75.0,3015,284,600,96,0,2,40,Publisher-Backed,1,2018,0.9381276994327938,24.99
False,False,0,True,False,False,,747,144,604,71,17,15,64,Publisher-Backed,1,2018,0.5736445560644113,29.99
False,False,0,True,True,False,74.0,365,0,175,10,0,0,63,Self-Published,1,2018,0.7966183574879228,14.99
False,False,0,True,True,True,,118,0,123,6,0,2,48,Self-Published,1,2018,0.9749159865578493,9.99
False,False,0,True,False,False,68.0,671,0,233,49,17,2,50,Publisher-Backed,1,2018,0.9108905928932992,14.99
False,False,0,True,False,False,91.0,1097,0,369,193,17,0,59,Publisher-Backed,1,2018,0.9212088888888889,19.99
False,False,0,True,False,False,,127,0,71,17,0,1,30,Publisher-Backed,1,2018,0.8973073784823405,7.99
False,False,0,True,False,False,,237,0,256,1,0,0,16,Publisher-Backed,1,2018,0.750816104461371,1.99
False,False,0,True,False,False,,276,0,243,0,0,0,0,Self-Published,1,2018,0.7142857142857143,4.99
False,False,0,True,True,True,80.0,553,0,124,163,0,3,74,Publisher-Backed,1,2018,0.8024328192081412,29.99
False,False,40,True,False,False,82.0,919,0,413,47,0,0,43,Publisher-Backed,1,2018,0.905649874756471,17.99
False,False,0,True,True,True,82.0,513,0,510,0,0,1,0,Publisher-Backed,1,2018,0.9116523400191022,19.99
False,False,0,True,True,True,,285,0,212,2,0,1,14,Publisher-Backed,1,2018,0.8813056379821959,14.99
False,False,0,True,True,True,,1661,0,472,2399,0,1,83,Publisher-Backed,1,2018,0.9814664135249977,29.99
False,False,0,True,False,True,89.0,2289,20,1123,590,17,3,85,Publisher-Backed,1,2018,0.9344666217605558,14.99
False,False,0,True,False,False,,409,0,362,29,17,2,50,Publisher-Backed,1,2018,0.735870173475098,39.99
False,False,0,True,True,True,,260,0,154,1,0,0,9,Publisher-Backed,1,2018,0.8700729927007299,0.99
False,False,0,True,False,True,,289,0,274,7,0,0,13,Self-Published,1,2018,0.8896103896103896,0.99
False,False,51,True,True,True,,1078,0,112,143,0,0,100,Publisher-Backed,1,2019,0.8880020271126314,0.49
False,False,0,True,True,True,,250,0,259,19,0,1,22,Publisher-Backed,1,2018,0.0,10.99
False,False,0,True,False,False,,237,0,244,0,0,0,0,Publisher-Backed,1,2018,0.4354066985645933,1.99
False,False,0,True,False,False,,548,60,356,545,0,0,11,Self-Published,1,2018,0.9388532825220856,14.99
False,False,0,True,False,False,78.0,559,0,241,61,17,4,64,Publisher-Backed,1,2018,0.8724935732647815,29.99
False,False,0,True,False,False,62.0,354,0,172,27,0,2,165,Self-Published,1,2018,0.727378791807104,9.99
False,False,0,True,True,True,74.0,298,0,264,10,0,0,39,Self-Published,1,2018,0.8811668811668811,19.99
False,False,0,True,False,False,,0,0,0,2,0,0,24,Publisher-Backed,1,2018,0.7283950617283951,9.99
False,False,83,True,False,False,77.0,1019,0,133,26,0,7,44,Publisher-Backed,1,2018,0.8299295774647887,4.24
False,False,0,True,False,False,,322,0,160,60,0,1,48,Self-Published,1,2019,0.9006746322035276,12.99
False,False,0,True,False,False,,213,0,228,1,0,1,12,Publisher-Backed,1,2018,0.7543689320388349,14.99
False,False,0,True,False,True,,360,0,257,8,0,0,0,Publisher-Backed,1,2018,0.7020640143583607,19.99
False,False,0,True,True,True,,623,233,389,296,0,0,0,Self-Published,1,2018,0.8402078693392725,2.99
False,False,0,True,True,True,75.0,223,294,96,4,0,1,123,Self-Published,1,2013,0.7836958383284809,9.99
False,False,70,True,False,False,91.0,1716,0,566,958,0,3,80,Publisher-Backed,1,2018,0.9498599261428753,8.99
False,False,80,True,False,False,81.0,477,0,462,145,17,1,35,Publisher-Backed,1,2019,0.9344405317090194,7.99
False,False,75,True,False,False,,352,0,213,7,0,0,0,Publisher-Backed,1,2018,0.8896492728828058,4.99
False,False,0,True,True,False,63.0,164,0,220,0,0,0,52,Self-Published,1,2018,0.8651892890120036,4.99
False,False,0,True,False,False,,403,0,410,79,0,0,35,Publisher-Backed,1,2018,0.8917518140085888,29.99
False,False,30,True,True,True,,2047,475,1222,674,0,2,460,Self-Published,1,2018,0.9126809602345611,10.49
False,False,0,True,False,False,,5733,957,341,2384,0,0,12,Self-Published,1,2018,0.7183327318657524,4.99
False,False,0,True,False,False,,0,0,0,0,0,0,0,Self-Published,1,2018,0.3333333333333333,1.99
False,False,0,True,False,False,62.0,208,0,136,30,0,0,0,Self-Published,1,2018,0.9057865409344192,7.99
False,False,40,True,False,False,74.0,1175,0,345,379,0,8,54,Self-Published,1,2018,0.9199856637247436,8.99
False,False,60,True,True,True,,492,95,187,376,0,1,19,Publisher-Backed,1,2018,0.850622200099552,7.99
False,False,0,True,False,False,83.0,2549,0,2031,470,18,6,63,Publisher-Backed,1,2018,0.9442907822740665,19.99
False,False,0,True,True,True,,1736,1347,414,2575,0,4,87,Self-Published,1,2018,0.9046946480124362,19.99
False,False,0,True,False,False,,243,0,258,10,0,0,26,Publisher-Backed,1,2018,0.2432775240994419,9.99
False,False,0,True,False,False,91.0,5647,350,1605,4409,0,22,47,Publisher-Backed,1,2018,0.5407087181502588,59.99
False,False,0,True,False,False,,339,5,206,34,0,1,27,Publisher-Backed,1,2018,0.9568106312292359,19.99
False,False,25,True,False,False,,562,0,498,66,0,0,22,Self-Published,1,2018,0.7556440903054449,22.49
False,False,0,True,False,False,,58347,1238,32479,8493,0,0,0,Self-Published,1,2020,0.9242294520547946,3.99
False,False,0,True,True,True,79.0,177,0,56,0,0,1,17,Self-Published,1,2018,0.8879528222409435,9.99
False,False,0,True,False,False,69.0,1016,326,564,515,16,5,70,Self-Published,1,2018,0.7856907894736842,19.99
False,False,0,True,False,False,,345,0,200,45,0,4,125,Publisher-Backed,1,2018,0.874964234620887,19.99
False,False,0,True,False,False,82.0,842,397,201,186,17,0,44,Self-Published,1,2018,0.9195277767400157,19.99
False,False,0,True,False,False,86.0,2438,1,137,129,16,0,0,Publisher-Backed,1,2018,0.942723856420889,9.99
False,False,0,True,False,False,77.0,1369,0,217,108,0,1,50,Publisher-Backed,1,2018,0.7105766444508838,29.99
False,False,0,True,False,False,,844,0,242,7,0,3,36,Publisher-Backed,1,2018,0.8175144205558469,19.99
False,False,85,True,True,True,86.0,335,36,187,15,0,1,24,Self-Published,1,2018,0.953706675224647,2.24
False,False,67,True,False,False,82.0,1722,278,840,6851,17,22,50,Publisher-Backed,1,2018,0.8287295876003321,19.79
False,False,90,True,False,False,,338,0,303,67,0,1,500,Self-Published,1,2017,0.8329907502569374,0.49
False,False,0,True,False,False,59.0,1422,1083,432,89,0,0,36,Publisher-Backed,1,2018,0.7504364452572949,19.99
False,False,80,True,True,True,,710,80,174,269,0,0,72,Publisher-Backed,1,2018,0.9282898241875333,2.99
False,False,0,True,False,False,,304,0,74,50,0,0,0,Publisher-Backed,1,2019,0.9647384189905508,9.99
False,False,0,True,True,True,73.0,554,4,313,68,0,1,52,Publisher-Backed,1,2018,0.9324189169881412,11.99
False,False,0,True,True,True,64.0,311,0,168,4,0,10,107,Publisher-Backed,1,2018,0.7799856356236533,19.99
False,False,0,True,False,False,,374,35,235,179,0,0,0,Publisher-Backed,1,2018,0.6999455436558359,39.99
False,False,0,True,False,False,79.0,316,0,265,144,0,3,12,Publisher-Backed,1,2018,0.9179195069567654,19.96
False,False,0,True,False,False,82.0,2206,180,676,1149,18,28,50,Publisher-Backed,1,2018,0.6970774410774411,49.99
False,False,0,True,False,False,,194,0,50,23,0,0,21,Publisher-Backed,1,2018,0.9723727924462319,9.99
False,False,0,True,True,True,,421,0,293,4,0,2,31,Self-Published,1,2018,0.6543428027728694,14.99
False,False,50,True,False,False,77.0,167,0,171,5,0,0,11,Self-Published,1,2018,0.9454545454545454,12.49
False,False,0,True,False,False,69.0,812,0,295,14,17,13,43,Publisher-Backed,1,2019,0.5772397891963109,29.99
False,False,0,True,True,False,,807,0,581,123,0,3,30,Self-Published,1,2018,0.869323281278047,9.99
False,False,0,True,True,True,64.0,206,0,142,2,16,0,35,Publisher-Backed,1,2018,0.7046164526206179,9.99
False,False,50,True,True,False,82.0,688,6,403,48,0,3,30,Publisher-Backed,1,2018,0.8421085858585858,12.49
False,False,90,True,True,False,,296,0,342,2,0,1,0,Publisher-Backed,1,2018,0.6013568838460639,0.49
False,False,0,True,False,False,86.0,1309,0,970,188,17,0,0,Publisher-Backed,1,2018,0.8932950261684295,19.99
False,False,75,True,False,False,89.0,165,0,135,70,0,1,9,Publisher-Backed,1,2018,0.957272545668435,4.99
False,False,0,True,False,False,,698,95,400,112,0,0,30,Publisher-Backed,1,2018,0.8355335533553355,19.99
False,False,0,True,True,False,89.0,497,41,463,166,0,1,16,Publisher-Backed,1,2018,0.9681899641577061,19.99
False,False,0,True,True,True,,235,0,150,8,0,5,26,Self-Published,1,2018,0.9405970149253732,14.99
False,False,0,True,False,False,66.0,383,0,134,37,0,2,46,Publisher-Backed,1,2021,0.660935810984712,39.99
False,False,60,True,False,False,81.0,425,0,189,18,0,2,43,Publisher-Backed,1,2018,0.8152854162715721,7.99
False,False,0,True,True,True,,415,0,94,21,0,5,55,Publisher-Backed,1,2018,0.8225464815250647,19.99
False,False,80,True,False,False,93.0,478,0,83,65,17,0,0,Publisher-Backed,1,2018,0.934686294126054,7.39
False,False,0,True,True,False,75.0,201,0,167,2,0,1,12,Publisher-Backed,1,2018,0.8026020637056976,19.99
False,False,0,True,False,False,86.0,323,0,157,32,0,0,0,Publisher-Backed,1,2018,0.8162902816544024,6.99
False,False,0,True,False,False,,151,55,104,4,0,0,2880,Self-Published,1,2018,0.9696210983141379,1.99
False,False,0,True,True,False,82.0,205,0,124,33,0,5,25,Self-Published,1,2018,0.9795438273499029,14.99
False,False,0,True,True,False,,1322,169,726,2464,0,6,15,Self-Published,1,2018,0.9380020778156597,19.99
False,False,0,True,False,False,74.0,204,0,106,61,0,1,20,Publisher-Backed,1,2018,0.8462176165803109,19.99
False,False,0,True,False,False,,203,0,211,1,0,0,8,Publisher-Backed,1,2018,0.47214076246334313,1.99
False,False,0,True,False,False,,3108,0,499,88,0,0,0,Self-Published,1,2018,0.7730991337824832,29.99
False,False,0,True,False,False,,512,152,383,127,0,0,30,Self-Published,1,2018,0.9301457725947522,39.99
False,False,0,True,True,True,,861,0,192,1,0,1,64,Publisher-Backed,1,2018,0.8246995441359304,9.99
False,False,0,True,False,False,,991,89,964,3518,17,1,28,Publisher-Backed,1,2025,0.8717179640994878,69.99
False,False,0,True,True,True,61.0,405,0,297,2,0,2,0,Publisher-Backed,1,2018,0.40065861690450055,9.99
False,False,0,True,True,True,83.0,722,0,368,74,0,4,34,Self-Published,1,2018,0.9447089947089947,29.99
False,False,0,True,False,False,,366,0,141,15,0,0,40,Publisher-Backed,1,2018,0.9047388781431335,24.99
False,False,0,True,True,True,81.0,3367,0,803,373,0,5,73,Publisher-Backed,1,2018,0.9169844529187445,19.99
False,False,0,True,False,False,81.0,109,0,80,24,0,0,0,Publisher-Backed,1,2018,0.8919068736141907,5.99
False,False,0,True,True,False,,1815,11,1194,193,0,0,30,Self-Published,1,2018,0.7977060495330898,14.99
False,False,0,True,False,False,78.0,1710,1,836,429,17,2,50,Publisher-Backed,1,2018,0.8470724045267023,39.99
False,False,0,True,False,False,,2116,176,1241,1405,17,8,72,Publisher-Backed,1,2018,0.8865395735790632,49.99
False,False,0,True,True,False,70.0,83,0,52,1,0,1,0,Self-Published,1,2018,0.8683431952662722,11.99
False,False,0,True,False,False,84.0,237,0,142,4,0,0,31,Publisher-Backed,1,2018,0.9618573797678275,19.99
False,False,0,True,False,False,74.0,292,8,188,300,0,0,15,Publisher-Backed,1,2018,0.8611425980503288,14.99
False,False,0,True,False,False,,2101,0,414,101,0,2,52,Publisher-Backed,1,2018,0.7874168963839793,19.99
False,False,0,True,False,False,,283,0,225,1,0,1,0,Self-Published,1,2016,0.7210599721059973,1.99
False,False,0,True,False,False,81.0,1102,0,497,91,0,2,37,Publisher-Backed,1,2018,0.8640708320756615,24.99
False,False,85,True,False,False,91.0,572,43,279,601,0,0,47,Publisher-Backed,1,2018,0.9631912669210194,2.99
False,False,0,True,False,True,80.0,128,0,45,1,0,0,14,Self-Published,1,2018,0.8932882665379044,9.99
False,False,80,True,False,False,79.0,2395,302,588,200,0,2,47,Publisher-Backed,1,2018,0.8173390513854293,8.99
False,False,0,True,False,False,,314,0,57,297,0,0,58,Publisher-Backed,1,2018,0.865123236001821,9.99
False,False,0,True,False,False,,112,0,77,10,0,1,15,Publisher-Backed,1,2018,0.8817415730337078,7.99
False,False,0,True,False,False,88.0,2056,0,2344,149,0,3,87,Publisher-Backed,1,2018,0.954610405984702,29.99
False,False,0,True,False,False,,133,0,153,37,0,2,59,Self-Published,1,2018,0.6868008948545862,29.99
False,False,0,True,True,True,75.0,247,0,165,10,0,1,17,Self-Published,1,2013,0.8938916876574308,19.99
False,False,60,True,False,False,81.0,2601,547,1096,2183,18,5,24,Self-Published,1,2018,0.5695722793719545,23.99
False,False,0,True,True,True,,258,0,280,4,0,0,0,Publisher-Backed,1,2018,0.6835637480798771,8.99
False,False,0,True,True,False,81.0,1354,0,640,258,0,5,220,Self-Published,1,2018,0.9343837686164472,19.99
False,False,0,True,True,True,73.0,223,0,84,12,0,3,35,Publisher-Backed,1,2018,0.7526768843166072,19.99
False,False,0,True,False,False,,421,11,132,127,0,1,17,Publisher-Backed,1,2018,0.8359410835329494,29.99
False,False,0,True,False,False,,526,84,415,108,0,0,13,Publisher-Backed,1,2018,0.9680009175364147,19.99
False,False,0,True,False,False,78.0,506,34,413,63,17,43,45,Publisher-Backed,1,2018,0.6481222811988666,59.99
False,False,0,True,True,True,77.0,322,0,141,40,0,1,26,Publisher-Backed,1,2018,0.9168912848158132,9.99
False,False,0,True,True,True,77.0,1376,0,602,53,0,0,0,Self-Published,1,2018,0.8723665371241562,24.99
False,False,0,True,True,True,79.0,1767,424,880,428,0,7,78,Publisher-Backed,1,2018,0.881746089136356,19.99
False,False,0,True,True,False,,916,158,352,625,0,2,35,Self-Published,1,2024,0.9512735326688815,29.99
False,False,55,True,False,False,,352,0,397,4,0,1,25,Publisher-Backed,1,2018,0.9300460418832616,8.99
False,False,90,True,False,False,73.0,235,0,183,5,0,0,32,Self-Published,1,2018,0.7988795518207283,1.99
False,False,0,True,False,False,,121,0,66,20,0,1,13,Publisher-Backed,1,2018,0.9384878744650499,2.99
False,False,0,True,False,False,70.0,3549,0,239,4,0,4,52,Self-Published,1,2018,0.694600537503054,34.99
False,False,50,True,False,False,,463,0,64,4,0,1,0,Publisher-Backed,1,2018,0.4883960804538422,9.99
False,False,0,True,False,False,81.0,1637,13,523,209,0,3,46,Publisher-Backed,1,2018,0.9278622087132725,23.99
False,False,0,True,True,False,,157,0,146,51,0,1,24,Self-Published,1,2018,0.9476115069939298,5.99
False,False,0,True,True,True,83.0,80,0,60,2,17,4,50,Self-Published,1,2018,0.9494252873563218,8.99
False,False,0,True,False,False,,323,0,168,45,0,3,28,Publisher-Backed,1,2018,0.960294304198909,29.99
False,False,0,True,True,False,72.0,237,303,121,4,17,0,20,Self-Published,1,2018,0.8224489795918367,9.99
False,False,0,True,False,False,,210,0,170,14,0,3,20,Publisher-Backed,1,2018,0.9701539926972536,9.99
False,False,0,True,False,False,,574,0,562,10,0,4,89,Publisher-Backed,1,2018,0.9397389341446658,10.99
False,False,0,True,False,False,80.0,168,0,13,3,17,0,0,Publisher-Backed,1,2018,0.577040593627237,6.99
False,False,0,True,False,False,,159,0,16,3,13,0,0,Publisher-Backed,1,2018,0.8398123324396782,6.99
False,False,0,True,True,False,,233,0,216,0,0,0,11,Publisher-Backed,1,2018,0.4482758620689655,1.99
False,False,0,True,False,False,,649,0,110,24,0,1,0,Self-Published,1,2018,0.5279710548288339,9.99
False,False,72,True,False,False,,2229,0,720,633,0,2,51,Publisher-Backed,1,2018,0.8406846049046321,8.39
False,False,0,True,True,True,73.0,763,576,673,54,0,0,102,Publisher-Backed,1,2018,0.8760628703942283,19.99
False,False,82,True,True,False,,474,0,166,41,0,3,103,Publisher-Backed,1,2018,0.8082191780821918,3.59
False,False,0,True,False,False,,432,0,241,46,17,8,46,Publisher-Backed,1,2018,0.6492772001014456,59.99
False,False,0,True,False,False,68.0,164,0,168,6,0,0,16,Publisher-Backed,1,2018,0.9404809888485826,9.99
False,False,0,True,False,False,,763,0,337,37,0,0,20,Self-Published,1,2018,0.901910531220876,19.99
False,False,0,True,True,True,,753,0,851,5,0,0,37,Self-Published,1,2018,0.9115934356802541,19.99
False,False,0,True,False,False,,641,0,108,44,0,1,456,Self-Published,1,2018,0.8957849319615002,14.99
False,False,90,True,False,False,,1220,0,70,5,0,0,22,Self-Published,1,2018,0.8097120271033315,1.49
False,False,0,True,True,False,,248,0,150,2,0,0,12,Self-Published,1,2018,0.7015347334410339,14.99
False,False,0,True,True,True,77.0,796,0,563,23,0,2,68,Publisher-Backed,1,2018,0.9558692523812787,19.99
False,False,0,True,True,False,,412,0,624,4,17,1,39,Publisher-Backed,1,2018,0.8441275167785235,19.99
False,False,80,True,False,False,81.0,1286,0,282,72,0,0,0,Publisher-Backed,1,2018,0.8960716061660865,1.99
False,False,0,True,True,False,,146,0,117,0,0,0,0,Self-Published,1,2018,0.7955633980337786,9.99
False,False,0,True,False,False,77.0,3496,24,1084,2751,0,1,34,Self-Published,1,2018,0.8511842509996924,29.99
False,False,0,True,True,True,,4986,0,3375,176,0,1,30,Publisher-Backed,1,2018,0.8719126938541069,19.99
False,False,0,True,True,True,73.0,1521,0,223,20,0,1,92,Publisher-Backed,1,2018,0.9204619326220794,29.99
False,False,0,True,True,False,80.0,674,341,610,199,17,0,40,Publisher-Backed,1,2018,0.9648218970258226,14.99
False,False,0,True,False,False,67.0,319,0,230,0,0,0,0,Publisher-Backed,1,2018,0.5465116279069767,2.99
False,False,0,True,False,False,67.0,497,141,728,5,0,0,0,Self-Published,1,2018,0.7431693989071039,4.99
False,False,0,True,True,False,,1933,0,511,68,0,1,0,Publisher-Backed,1,2018,0.7558331369314164,19.99
False,False,0,True,False,False,86.0,197,0,41,0,17,0,0,Self-Published,1,2018,0.6027272727272728,9.99
False,False,0,True,False,False,,186,0,141,1,0,0,8,Self-Published,1,2018,0.9524242818146367,4.99
False,False,0,True,True,False,,1037,0,848,38,0,3,62,Self-Published,1,2018,0.9320652173913043,9.99
False,False,0,True,False,False,,300,0,67,37,17,0,0,Publisher-Backed,1,2018,0.9160146061554513,9.99
False,False,0,True,False,False,,1187,0,420,103,0,1,105,Publisher-Backed,1,2018,0.8609677082244749,29.99
