coming_soon,price_usd,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year,approval_rating
False,14.99,False,0,True,False,False,,621,1,592,160,0,2,21,Publisher-Backed,1,2018,0.9737720420537354
False,9.99,False,0,True,True,True,61.0,405,0,297,2,0,2,0,Publisher-Backed,1,2018,0.40065861690450055
False,19.79,False,67,True,False,False,82.0,1722,278,840,6851,17,22,50,Publisher-Backed,1,2018,0.8287295876003321
False,9.89,False,67,True,False,False,,1098,0,434,283,0,9,25,Self-Published,1,2018,0.8067500483527819
False,14.99,False,0,True,True,True,,517,0,218,3,0,0,60,Publisher-Backed,1,2018,0.8567854909318324
False,9.99,False,0,True,True,True,,406,0,346,22,0,1,30,Self-Published,1,2018,0.8789871292669278
False,29.99,False,0,True,False,False,,601,0,170,370,0,8,27,Publisher-Backed,1,2018,0.8296943231441049
False,19.99,False,0,True,False,False,,277,37,169,24,0,6,41,Self-Published,1,2018,0.8888485477178423
False,9.99,False,0,True,True,True,71.0,269,0,242,63,17,2,0,Publisher-Backed,1,2018,0.7943573667711599
False,19.99,False,0,True,True,True,81.0,244,0,248,81,0,1,10,Publisher-Backed,1,2018,0.9042327340277317
False,5.99,False,0,True,False,False,,388,0,265,41,0,1,0,Self-Published,1,2018,0.9707859186797099
False,69.99,False,0,True,False,False,,179,0,204,12,17,2,53,Self-Published,1,2018,0.6223784850727856
False,24.99,False,0,True,False,True,84.0,367,37,221,50,0,2,30,Publisher-Backed,1,2018,0.9439918533604889
False,4.99,False,0,True,False,False,34.0,159,0,97,0,0,0,0,Publisher-Backed,1,2018,0.4135932560590095
False,19.99,False,0,True,False,False,77.0,502,0,229,11,0,0,47,Self-Published,1,2018,0.8395624430264357
False,29.99,False,0,True,False,False,83.0,458,0,419,229,0,1,35,Publisher-Backed,1,2018,0.9408020073416663
False,9.99,False,0,True,False,True,90.0,382,156,175,638,0,2,15,Self-Published,1,2018,0.9847137126493043
False,3.99,False,80,True,True,True,79.0,695,0,178,24,0,5,61,Self-Published,1,2018,0.870351345798233
False,29.99,False,0,True,False,False,75.0,382,0,178,18,17,7,56,Publisher-Backed,1,2018,0.5908017089721035
False,19.99,False,0,True,False,False,80.0,388,0,223,42,18,0,50,Publisher-Backed,1,2018,0.8726287262872628
False,4.99,False,80,True,False,False,80.0,128,0,116,58,0,3,40,Publisher-Backed,1,2018,0.7246640029059208
False,4.99,False,0,True,False,False,,776,1,554,731,0,0,13,Self-Published,1,2018,0.9759355454256334
False,2.99,False,85,True,False,False,,641,0,738,4,0,0,16,Self-Published,1,2018,0.6846887778282599
False,9.99,False,0,True,False,False,88.0,426,369,137,87,17,0,0,Publisher-Backed,1,2010,0.9368800188946622
False,39.99,False,0,True,False,False,93.0,711,26,317,99,0,2,43,Publisher-Backed,1,2018,0.9490670700958144
False,24.99,False,0,True,False,False,76.0,200,0,212,3,0,4,29,Publisher-Backed,1,2018,0.8435045317220544
False,26.99,False,10,True,False,False,,4538,1210,1521,2760,0,3,120,Publisher-Backed,1,2018,0.8057984662989371
False,29.99,False,0,True,False,False,,1184,481,801,596,0,2,80,Publisher-Backed,1,2018,0.9795167590153511
False,14.99,False,0,True,False,False,83.0,549,0,261,34,0,4,27,Self-Published,1,2018,0.9289195354624638
False,12.99,False,0,True,True,False,89.0,327,0,332,34,0,1,34,Self-Published,1,2018,0.9776781903542467
False,4.99,False,0,True,False,False,,187,0,98,58,17,0,10,Publisher-Backed,1,2018,0.935064935064935
False,2.24,False,85,True,True,True,86.0,335,36,187,15,0,1,24,Self-Published,1,2018,0.953706675224647
False,29.99,False,0,True,True,True,91.0,4558,2,314,425,0,2,150,Publisher-Backed,1,2018,0.9521613832853026
False,9.99,False,0,True,False,False,86.0,2438,1,137,129,16,0,0,Publisher-Backed,1,2018,0.942723856420889
False,19.99,False,0,True,True,True,82.0,513,0,510,0,0,1,0,Publisher-Backed,1,2018,0.9116523400191022
False,19.99,False,0,True,False,False,72.0,271,158,104,24,17,0,0,Self-Published,1,2018,0.7576299830997117
False,11.24,False,75,True,True,False,93.0,4374,227,1794,3510,0,3,97,Self-Published,1,2018,0.958143106604111
False,29.99,False,0,True,False,False,89.0,1453,154,568,2248,17,32,55,Self-Published,1,2018,0.9598105835095426
False,29.99,False,0,True,False,False,88.0,8549,551,2552,11923,0,200,100,Self-Published,1,2018,0.8801130951174527
False,6.74,False,55,True,False,False,72.0,1024,0,310,20,0,21,45,Publisher-Backed,1,2018,0.9428382620188336
False,14.99,False,0,True,True,True,83.0,1111,0,123,6,0,1,13,Publisher-Backed,1,2018,0.9061913696060038
False,4.99,False,0,True,True,True,63.0,300,0,308,10,0,0,0,Self-Published,1,2018,0.8727329096264145
False,6.99,False,0,True,False,False,90.0,487,0,69,48,17,0,0,Publisher-Backed,1,2018,0.9483919736118747
False,8.99,False,0,True,True,True,,602,0,424,157,0,0,0,Publisher-Backed,1,2018,0.779965257672264
False,59.99,False,0,True,False,False,,432,0,241,46,17,8,46,Publisher-Backed,1,2018,0.6492772001014456
False,3.99,False,80,True,True,True,77.0,195,0,85,4,0,1,23,Self-Published,1,2018,0.872445117335352
False,9.99,False,0,True,False,False,78.0,670,0,174,323,0,0,0,Publisher-Backed,1,2018,0.9457466173738436
False,3.99,False,0,True,False,False,,227,0,211,0,0,0,0,Publisher-Backed,1,2018,0.32684824902723736
False,39.99,False,0,True,False,False,80.0,728,5,277,528,0,2,98,Publisher-Backed,1,2018,0.891097543660372
False,9.99,False,0,True,True,False,,1,0,1,5,0,0,0,Publisher-Backed,1,2018,0.7701149425287356
False,2.99,False,0,True,True,True,,145,0,131,1,0,0,1,Self-Published,1,2018,0.9696185439405873
False,19.99,False,0,True,True,True,75.0,809,0,296,128,0,8,100,Publisher-Backed,1,2018,0.8421742758374061
False,24.99,False,0,True,True,True,88.0,1506,0,462,167,0,0,39,Self-Published,1,2018,0.9083557951482479
False,19.99,False,0,True,True,True,81.0,1290,0,462,166,0,2,41,Publisher-Backed,1,2018,0.9151149576011889
False,14.99,False,0,True,False,False,,670,44,279,140,0,2,54,Self-Published,1,2024,0.9727930203191367
False,14.99,False,0,True,False,False,87.0,142,0,88,6,0,0,10,Publisher-Backed,1,2013,0.9402904057538336
False,59.99,False,0,True,False,False,91.0,5647,350,1605,4409,0,22,47,Publisher-Backed,1,2018,0.5407087181502588
False,6.99,False,0,True,False,False,80.0,168,0,13,3,17,0,0,Publisher-Backed,1,2018,0.577040593627237
False,11.99,False,0,True,True,True,83.0,224,0,182,9,0,1,8,Publisher-Backed,1,2018,0.8194463764084017
False,8.99,False,70,True,False,False,91.0,1716,0,566,958,0,3,80,Publisher-Backed,1,2018,0.9498599261428753
False,1.99,False,80,True,False,False,81.0,1286,0,282,72,0,0,0,Publisher-Backed,1,2018,0.8960716061660865
False,14.99,False,0,True,True,False,,1209,424,683,507,0,0,0,Self-Published,1,2018,0.9394076418720325
False,49.99,False,0,True,False,False,68.0,294,0,180,18,0,10,60,Self-Published,1,2018,0.8420954511558538
False,17.99,False,0,True,True,False,,1061,0,530,204,0,1,40,Publisher-Backed,1,2018,0.9576689309974973
False,2.99,False,0,True,True,True,,332,0,383,0,0,1,36,Self-Published,1,2018,0.8783739837398374
False,14.99,False,0,True,True,True,74.0,2299,212,253,154,0,0,100,Self-Published,1,2018,0.9175068670868336
False,7.99,False,0,True,False,False,,1535,0,412,1120,0,0,8,Self-Published,1,2018,0.8853966217660894
False,2.49,False,75,True,False,False,80.0,45,0,11,9,17,0,0,Publisher-Backed,1,2018,0.3681710213776722
False,17.99,False,0,True,True,False,,926,0,617,13,0,1,20,Self-Published,1,2018,0.87312382739212
False,19.99,False,0,True,False,False,76.0,454,0,203,42,10,1,0,Publisher-Backed,1,2018,0.7494068466839905
False,9.99,False,0,True,True,True,64.0,206,0,142,2,16,0,35,Publisher-Backed,1,2018,0.7046164526206179
False,59.99,False,0,True,True,False,,1881,49,1270,1363,17,3,53,Self-Published,1,2018,0.9209488425264362
False,24.49,False,30,True,False,False,,3283,26,1727,4404,0,3,0,Self-Published,1,2022,0.9417109309477215
False,9.99,False,0,True,False,False,62.0,354,0,172,27,0,2,165,Self-Published,1,2018,0.727378791807104
False,9.99,False,0,True,True,False,81.0,771,0,139,138,0,0,0,Publisher-Backed,1,2018,0.9605124340617935
False,5.99,False,0,True,False,True,,0,0,0,0,0,0,0,Self-Published,1,2018,0.775
False,39.99,False,0,True,False,False,,1394,0,765,158,0,6,57,Publisher-Backed,1,2018,0.9370393820438141
False,12.49,False,50,True,False,False,77.0,167,0,171,5,0,0,11,Self-Published,1,2018,0.9454545454545454
False,11.99,False,0,True,False,False,,563,0,261,277,0,0,20,Self-Published,1,2018,0.9646184965348013
False,14.99,False,0,True,False,False,,213,0,228,1,0,1,12,Publisher-Backed,1,2018,0.7543689320388349
False,12.99,False,0,True,False,False,,0,0,0,0,0,0,64,Self-Published,1,2018,1.0
False,19.99,False,0,True,False,False,78.0,332,0,161,22,0,0,0,Publisher-Backed,1,2018,0.8831739467562678
False,4.99,False,0,True,True,True,88.0,41,0,51,0,0,0,0,Self-Published,1,2018,0.6308871851040526
False,3.99,False,0,True,True,False,,119,0,200,7,0,1,21,Publisher-Backed,1,2018,0.9754509949786127
False,9.99,False,0,True,False,False,70.0,3472,0,322,269,0,0,0,Publisher-Backed,1,2018,0.9248713550600343
False,6.99,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.6666666666666666
False,39.99,False,0,True,False,False,85.0,1517,474,660,1604,0,1,63,Publisher-Backed,1,2018,0.9286618078752911
False,8.99,False,0,True,True,True,,258,0,280,4,0,0,0,Publisher-Backed,1,2018,0.6835637480798771
False,9.99,False,0,True,False,False,77.0,1135,0,368,44,0,0,0,Publisher-Backed,1,2018,0.8880948760833207
False,16.99,False,0,True,False,False,81.0,936,0,138,61,0,1,12,Publisher-Backed,1,2018,0.9031960461285008
False,3.99,False,80,True,False,False,91.0,1013,0,541,655,0,0,64,Publisher-Backed,1,2018,0.9608223089923655
False,0.99,False,0,True,False,False,,252,0,243,0,0,1,0,Publisher-Backed,1,2018,0.6887966804979253
False,7.99,False,60,True,True,True,,492,95,187,376,0,1,19,Publisher-Backed,1,2018,0.850622200099552
False,19.99,False,0,True,False,False,73.0,306,0,142,15,0,3,79,Publisher-Backed,1,2018,0.8793329198539039
False,6.99,False,0,True,False,False,,278,0,286,9,0,0,25,Publisher-Backed,1,2018,0.7571955719557195
False,14.99,False,50,True,False,False,,2629,0,1094,215,0,4,20,Self-Published,1,2018,0.8087597571552472
False,59.99,False,0,True,False,False,78.0,506,34,413,63,17,43,45,Publisher-Backed,1,2018,0.6481222811988666
False,3.99,False,20,True,False,False,,663,156,611,29,0,1,116,Self-Published,1,2018,0.8474987858183585
False,19.99,False,0,True,True,False,,984,0,1414,59,0,6,46,Publisher-Backed,1,2018,0.9407259407259407
False,2.99,False,0,True,True,True,,494,3,284,100,0,1,35,Self-Published,1,2018,0.9724303000753513
False,24.99,False,0,True,False,False,,1292,0,1337,10,0,2,32,Self-Published,1,2018,0.8247850578120368
False,10.99,False,0,True,True,False,84.0,725,0,159,26,0,2,34,Publisher-Backed,1,2018,0.902362029265394
False,1.99,False,0,True,True,True,64.0,165,0,107,2,0,0,18,Publisher-Backed,1,2018,0.9103187466234468
False,23.99,False,60,True,False,False,81.0,2601,547,1096,2183,18,5,24,Self-Published,1,2018,0.5695722793719545
False,34.99,False,0,True,False,False,,892,0,1092,4,0,3,44,Publisher-Backed,1,2018,0.6272669759595108
False,34.99,False,0,True,False,False,,3002,1383,986,1492,0,20,170,Self-Published,1,2018,0.7237848402447314
False,19.96,False,0,True,False,False,79.0,316,0,265,144,0,3,12,Publisher-Backed,1,2018,0.9179195069567654
False,7.49,False,75,True,False,False,,701,378,485,161,0,3,38,Self-Published,1,2018,0.8568486828090606
False,19.99,False,0,True,False,False,52.0,91,0,48,1,17,0,49,Self-Published,1,2018,0.6755426917510854
False,19.99,False,0,True,True,True,81.0,267,0,102,26,0,9,59,Publisher-Backed,1,2018,0.8360471645143178
False,5.99,False,0,True,True,False,83.0,120,0,163,1,0,0,13,Self-Published,1,2018,0.946003176283748
False,1.99,False,0,True,False,False,,208,0,218,0,0,0,16,Publisher-Backed,1,2018,0.3277310924369748
False,1.99,False,0,True,False,False,,220,0,211,0,0,0,0,Publisher-Backed,1,2018,0.5567567567567567
False,24.99,False,0,True,True,True,81.0,255,0,154,4,0,0,24,Self-Published,1,2018,0.8047138047138047
False,5.99,False,0,True,True,True,,979,0,415,12,0,1,35,Self-Published,1,2018,0.8462956754944686
False,4.99,False,0,True,False,False,,5733,957,341,2384,0,0,12,Self-Published,1,2018,0.7183327318657524
False,19.99,False,0,True,True,True,73.0,763,576,673,54,0,0,102,Publisher-Backed,1,2018,0.8760628703942283
False,4.94,False,67,True,True,False,,551,0,253,16,0,2,51,Publisher-Backed,1,2018,0.8199038733389878
False,19.99,False,0,True,False,False,,1304,0,491,384,0,6,53,Publisher-Backed,1,2018,0.909753451899392
False,4.99,False,0,True,False,False,,41,0,41,2,0,0,0,Publisher-Backed,1,2018,0.8303571428571429
False,4.99,False,0,True,False,False,,118,0,104,1,0,0,0,Self-Published,1,2009,0.6434892541087232
False,13.99,False,0,True,False,False,,1699,67,951,1616,0,0,0,Self-Published,1,2018,0.9792564385208938
False,6.99,False,0,True,True,True,,628,0,269,33,0,1,0,Publisher-Backed,1,2018,0.6877897990726429
False,19.99,False,0,True,True,False,,208,0,66,30,0,2,56,Self-Published,1,2018,0.89562569213732
False,14.99,False,0,True,False,False,,170,0,326,0,0,2,179,Publisher-Backed,1,2018,0.804
False,9.99,False,0,True,False,False,74.0,490,0,152,118,0,0,0,Publisher-Backed,1,2018,0.8791415662650602
False,19.99,False,0,True,False,False,,2772,0,1795,46,0,0,42,Publisher-Backed,1,2018,0.9419498883651699
False,24.99,False,0,True,False,False,,2115,59,975,2547,0,17,100,Publisher-Backed,1,2018,0.9686510207975577
False,19.99,False,0,True,False,False,82.0,1041,0,685,40,0,1,89,Publisher-Backed,1,2018,0.9038171481610395
False,19.99,False,0,True,True,True,74.0,459,0,415,1,0,2,48,Self-Published,1,2018,0.8971061093247589
False,19.99,False,0,True,True,False,,93,0,47,1,0,1,12,Self-Published,1,2018,0.8342268041237113
False,39.99,False,0,True,False,False,92.0,6145,383,1057,14920,0,9,43,Self-Published,1,2018,0.851515900187061
False,49.99,False,0,True,False,False,,1083,0,956,59,0,1,51,Publisher-Backed,1,2018,0.8987597735238608
False,13.99,False,65,True,False,False,80.0,2411,46,695,1501,0,16,60,Publisher-Backed,1,2018,0.8833846973328767
False,14.99,False,0,True,True,False,84.0,1216,0,196,67,0,1,17,Publisher-Backed,1,2018,0.9635221934617966
False,49.99,False,0,True,False,False,74.0,2096,0,223,179,0,57,0,Publisher-Backed,1,2018,0.7909191583610188
False,19.99,False,0,True,True,False,,574,0,675,70,0,0,56,Publisher-Backed,1,2018,0.9116465863453815
False,9.99,False,0,True,False,False,,194,0,50,23,0,0,21,Publisher-Backed,1,2018,0.9723727924462319
False,0.99,False,80,True,False,False,,106,0,56,0,0,1,4,Self-Published,1,2018,0.5114135206321334
False,2.99,False,85,True,False,False,,395,0,42,22,0,0,0,Publisher-Backed,1,2018,0.8454166666666667
False,17.99,False,0,True,False,False,,6976,0,1108,35,0,1,29,Self-Published,1,2018,0.5246364414029084
False,29.99,False,0,True,False,False,,626,0,749,6,0,2,23,Publisher-Backed,1,2018,0.8647898493259318
False,24.99,False,0,True,False,False,,0,0,0,0,0,16,29,Publisher-Backed,1,2018,0.0
False,9.99,False,0,True,False,False,,0,0,0,2,0,0,24,Publisher-Backed,1,2018,0.7283950617283951
False,14.99,False,0,True,True,False,83.0,382,169,307,82,0,1,22,Publisher-Backed,1,2018,0.9803430468980849
False,9.99,False,0,True,True,False,,807,0,581,123,0,3,30,Self-Published,1,2018,0.869323281278047
False,29.99,False,0,True,False,False,,4394,0,335,298,0,0,29,Self-Published,1,2018,0.8839102320273868
False,19.99,False,0,True,False,False,,549,0,348,33,0,0,56,Publisher-Backed,1,2018,0.6216325978069581
False,1.99,False,0,True,False,False,,33,0,28,3,0,0,0,Self-Published,1,2018,0.9689285356319535
False,9.99,False,0,True,True,True,,861,0,192,1,0,1,64,Publisher-Backed,1,2018,0.8246995441359304
False,49.99,False,0,True,False,False,,1469,151,479,677,18,0,23,Self-Published,1,2018,0.9654650301214522
False,9.99,False,0,True,False,False,89.0,1266,191,145,774,0,0,73,Self-Published,1,2018,0.9632920800077552
False,14.99,False,0,True,True,False,,1182,0,918,188,0,0,39,Publisher-Backed,1,2018,0.9329020332717191
False,0.99,False,0,True,False,True,,289,0,274,7,0,0,13,Self-Published,1,2018,0.8896103896103896
False,24.99,False,0,True,False,False,,987,164,475,1488,0,2,39,Publisher-Backed,1,2018,0.8044920736278075
False,2.79,False,30,True,False,False,,88,0,79,46,0,0,2,Publisher-Backed,1,2018,0.9347152728139148
False,19.99,False,0,True,False,False,,523,0,392,3,0,0,21,Publisher-Backed,1,2018,0.9696531791907514
False,19.99,False,0,True,True,True,62.0,3977,0,239,23,17,6,60,Publisher-Backed,1,2018,0.7253068381063705
False,39.99,False,0,True,False,False,74.0,5182,512,1340,25085,17,2,75,Publisher-Backed,1,2018,0.9202036444766183
False,9.99,False,0,True,False,False,85.0,263,0,26,24,17,0,0,Publisher-Backed,1,2018,0.8006902502157032
False,29.99,False,0,True,False,False,,614,0,143,49,0,3,30,Publisher-Backed,1,2018,0.821891033471781
False,14.99,False,0,True,True,False,,147,459,89,0,0,1,0,Self-Published,1,2018,0.8516498500136351
False,19.99,False,0,True,False,False,88.0,1140,0,980,169,17,0,0,Publisher-Backed,1,2018,0.8853734439834025
False,8.99,False,50,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.875
False,9.99,False,0,True,False,True,80.0,923,9,121,238,0,0,54,Self-Published,1,2018,0.9166556481114196
False,29.99,False,0,True,False,False,,403,0,410,79,0,0,35,Publisher-Backed,1,2018,0.8917518140085888
False,6.99,False,65,True,False,False,,599,0,599,38,0,0,53,Self-Published,1,2018,0.9644699140401146
False,0.99,False,0,True,False,False,,126,0,141,4,0,0,22,Publisher-Backed,1,2018,0.8259773013871374
False,19.99,False,0,True,True,True,90.0,780,250,324,139,0,1,5,Self-Published,1,2018,0.9745042492917847
False,29.99,False,0,True,True,True,,1661,0,472,2399,0,1,83,Publisher-Backed,1,2018,0.9814664135249977
False,9.99,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.7
False,24.99,False,0,True,False,False,75.0,3015,284,600,96,0,2,40,Publisher-Backed,1,2018,0.9381276994327938
False,4.99,False,0,True,False,False,,202,0,243,1,0,1,5,Self-Published,1,2014,0.7441792782305006
False,2.99,False,90,True,True,True,,470,0,183,31,0,0,105,Self-Published,1,2018,0.8577322738386308
False,29.99,False,0,True,False,False,,1210,489,596,1663,0,20,35,Self-Published,1,2018,0.8311075293575869
False,1.99,False,0,True,False,False,,202,0,219,3,0,0,0,Publisher-Backed,1,2016,0.4769736842105263
False,2.99,False,0,True,False,False,,197,0,284,0,0,0,23,Self-Published,1,2018,0.8320610687022901
False,12.99,False,35,True,False,False,,4436,799,2512,4116,0,4,169,Publisher-Backed,1,2023,0.5328836127941383
False,19.99,False,0,True,False,False,,663,0,215,367,0,1,74,Self-Published,1,2018,0.9835964793906407
False,4.99,False,0,True,True,True,81.0,183,0,146,10,0,0,21,Self-Published,1,2017,0.9329094863643969
False,24.99,False,0,True,False,False,,0,0,0,0,0,0,52,Self-Published,1,2018,0.5555555555555556
False,29.99,False,0,True,False,False,81.0,305,0,151,22,0,13,54,Publisher-Backed,1,2018,0.7435037720033529
False,0.99,False,80,True,False,False,,0,0,0,0,0,0,0,Self-Published,1,2018,0.6666666666666666
False,19.99,False,0,True,True,True,75.0,247,0,165,10,0,1,17,Self-Published,1,2013,0.8938916876574308
False,12.49,False,50,True,True,False,82.0,688,6,403,48,0,3,30,Publisher-Backed,1,2018,0.8421085858585858
False,29.99,False,0,True,False,False,81.0,1248,151,433,328,0,14,20,Publisher-Backed,1,2018,0.8812440117046897
False,0.99,False,0,True,True,True,,212,0,153,7,0,0,20,Publisher-Backed,1,2018,0.9326040931545518
False,6.99,False,0,True,False,False,86.0,323,0,157,32,0,0,0,Publisher-Backed,1,2018,0.8162902816544024
False,9.59,False,84,True,False,False,85.0,3654,614,477,511,0,29,35,Publisher-Backed,1,2018,0.9041054593290945
False,14.99,False,0,True,False,False,,927,0,505,22,0,0,59,Publisher-Backed,1,2022,0.8495157685622051
False,15.99,False,0,True,False,False,,1139,0,279,25,0,0,3,Self-Published,1,2018,0.9229651162790697
False,9.99,False,0,True,False,False,,272,0,212,0,0,0,0,Publisher-Backed,1,2018,0.5652173913043478
False,19.99,False,0,True,False,False,90.0,538,0,193,109,17,0,50,Publisher-Backed,1,2018,0.9255344869270887
False,39.99,False,0,True,False,False,,409,0,362,29,17,2,50,Publisher-Backed,1,2018,0.735870173475098
False,1.99,False,0,True,False,False,,442,0,142,11,0,11,1,Publisher-Backed,1,2018,0.2461272191377065
False,6.99,False,0,True,False,False,71.0,111,0,219,7,0,0,0,Publisher-Backed,1,2018,0.6518375241779497
False,19.99,False,0,True,False,False,67.0,142,0,73,2,0,0,23,Publisher-Backed,1,2018,0.7111247695144438
False,39.99,False,0,True,True,False,80.0,2194,0,494,359,0,21,115,Self-Published,1,2017,0.8348805768364128
False,1.99,False,0,True,False,False,,103,0,67,4,0,0,18,Self-Published,1,2018,0.7824242424242425
False,19.99,False,0,True,False,False,,387,0,187,31,0,0,25,Self-Published,1,2018,0.9124162144909033
False,24.99,False,0,True,True,True,87.0,2154,297,1073,4953,17,41,78,Self-Published,1,2018,0.9520466226138032
False,19.99,False,0,True,False,False,85.0,439,0,377,54,0,2,24,Publisher-Backed,1,2018,0.9344332547675166
False,19.99,False,0,True,True,False,68.0,193,0,139,0,0,0,0,Self-Published,1,2014,0.8708430007733952
False,24.99,False,0,True,False,False,,1300,0,624,45,0,2,100,Publisher-Backed,1,2018,0.7817638266068759
False,9.99,False,0,True,False,False,63.0,278,0,323,1,0,5,27,Publisher-Backed,1,2018,0.6237201365187713
False,19.99,False,0,True,False,False,78.0,1845,0,976,235,0,0,103,Publisher-Backed,1,2018,0.8989750739952546
False,2.99,False,0,True,False,False,67.0,319,0,230,0,0,0,0,Publisher-Backed,1,2018,0.5465116279069767
False,24.99,False,0,True,False,False,,138,0,254,3,0,9,40,Publisher-Backed,1,2018,0.8535980148883374
False,1.99,False,0,True,True,False,,461,0,303,106,0,7,114,Publisher-Backed,1,2018,0.9692189025345594
False,9.99,False,0,True,False,False,,123,0,86,8,0,0,15,Self-Published,1,2018,0.72995652613487
False,69.99,False,0,True,False,False,,991,89,964,3518,17,1,28,Publisher-Backed,1,2025,0.8717179640994878
False,14.99,False,0,True,True,True,90.0,283,0,167,10,0,0,33,Self-Published,1,2018,0.9366812227074236
False,11.99,False,0,True,True,True,84.0,358,0,52,8,0,0,22,Self-Published,1,2018,0.8744619799139168
False,19.99,False,0,True,True,False,,2843,0,927,27,0,0,140,Publisher-Backed,1,2018,0.8564991334488735
False,39.99,False,0,True,False,False,91.0,4512,0,3000,197,0,4,38,Publisher-Backed,1,2018,0.8844192762386066
False,19.99,False,0,True,True,True,81.0,3367,0,803,373,0,5,73,Publisher-Backed,1,2018,0.9169844529187445
False,19.99,False,0,True,True,False,89.0,497,41,463,166,0,1,16,Publisher-Backed,1,2018,0.9681899641577061
False,2.99,False,0,True,False,False,,368,0,311,6,0,0,0,Self-Published,1,2018,0.9460659898477157
False,29.99,False,0,True,False,False,,421,11,132,127,0,1,17,Publisher-Backed,1,2018,0.8359410835329494
False,9.99,False,0,True,True,True,,118,0,123,6,0,2,48,Self-Published,1,2018,0.9749159865578493
False,24.99,False,0,True,False,False,83.0,232,161,133,30,0,0,26,Self-Published,1,2017,0.7466094253097864
False,29.99,False,0,True,False,False,,2298,765,465,39502,17,0,77,Publisher-Backed,1,2018,0.6906640897621732
False,59.99,False,0,True,False,False,,1800,485,819,436,13,6,72,Publisher-Backed,1,2018,0.8169973484502149
False,4.99,False,0,True,False,False,82.0,499,0,299,0,0,0,51,Self-Published,1,2018,0.7888513513513513
False,14.99,False,0,True,True,False,,1815,11,1194,193,0,0,30,Self-Published,1,2018,0.7977060495330898
False,39.99,False,0,True,False,False,66.0,383,0,134,37,0,2,46,Publisher-Backed,1,2021,0.660935810984712
False,1.24,False,75,True,False,True,,0,0,0,0,0,0,8,Self-Published,1,2018,0.8571428571428571
False,8.99,False,0,True,False,False,,6585,249,6483,509,0,0,0,Publisher-Backed,1,2018,0.9056811913954771
False,4.99,False,0,True,True,False,,265,0,272,5,0,0,24,Publisher-Backed,1,2018,0.9047835990888383
False,29.99,False,0,True,False,False,77.0,421,0,164,32,0,4,43,Publisher-Backed,1,2018,0.7380600689315608
False,29.99,False,0,True,True,False,82.0,1196,0,423,173,0,13,139,Self-Published,1,2018,0.8367237400032205
False,24.99,False,0,True,False,False,,328,0,125,10,0,0,16,Self-Published,1,2018,0.85241664512794
False,19.99,False,0,True,False,False,,1308,48,551,260,0,12,104,Publisher-Backed,1,2018,0.912055619266055
False,4.99,False,80,True,True,False,,340,0,426,2,0,2,26,Publisher-Backed,1,2018,0.6698997736825089
False,4.49,False,85,True,False,False,75.0,766,0,167,93,0,2,25,Publisher-Backed,1,2018,0.7263737722325458
False,1.99,False,0,True,True,False,,105,0,84,92,0,3,20,Self-Published,1,2018,0.9284449690174092
False,29.99,False,0,True,False,False,70.0,921,0,1734,1,17,2,52,Publisher-Backed,1,2018,0.6153846153846154
False,3.99,False,0,True,True,False,,841,757,314,1,0,0,30,Publisher-Backed,1,2018,0.5444887118193891
False,9.99,False,0,True,True,False,77.0,397,4,188,73,0,0,0,Publisher-Backed,1,2007,0.7077822208551215
False,0.99,False,0,True,False,False,,337,0,211,0,0,0,4,Self-Published,1,2018,0.5344262295081967
False,49.99,False,0,True,True,True,,4896,291,1458,4609,0,17,127,Publisher-Backed,1,2018,0.6659888251168802
False,19.99,False,0,True,False,False,,314,0,193,44,0,0,11,Self-Published,1,2018,0.910453727763342
False,3.59,False,82,True,True,False,,474,0,166,41,0,3,103,Publisher-Backed,1,2018,0.8082191780821918
False,29.99,False,0,True,True,True,85.0,3281,348,763,8842,0,76,135,Publisher-Backed,1,2018,0.9296225115132175
False,6.99,False,0,True,False,False,,1674,174,168,5667,0,0,0,Self-Published,1,2018,0.8934024429443909
False,7.99,False,0,True,False,False,,112,0,77,10,0,1,15,Publisher-Backed,1,2018,0.8817415730337078
False,9.99,False,0,True,False,False,,1157,254,616,32349,0,0,0,Self-Published,1,2018,0.9650510121631958
False,24.99,False,0,True,False,False,,366,0,141,15,0,0,40,Publisher-Backed,1,2018,0.9047388781431335
False,24.99,False,0,True,False,True,,295,0,143,55,0,3,20,Self-Published,1,2018,0.90406162464986
False,34.99,False,50,True,False,False,,1441,49,1439,506,0,37,57,Publisher-Backed,1,2018,0.4756134201301953
False,1.99,False,0,True,False,False,,0,0,0,0,0,0,20,Publisher-Backed,1,2018,0.9310344827586207
False,1.99,False,80,True,False,False,89.0,103,0,61,26,0,0,0,Publisher-Backed,1,2018,0.8578442311983933
False,29.99,False,0,True,False,False,,329,1,224,22,0,1,40,Publisher-Backed,1,2018,0.9236873673525884
False,9.99,False,0,True,False,False,,139,0,99,15,0,8,12,Publisher-Backed,1,2018,0.9550261179768124
