coming_soon,price_usd,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year,approval_rating
False,9.99,False,0,True,False,False,76.0,257,0,181,3,0,0,0,Publisher-Backed,1,2018,0.8584873949579832
False,29.99,False,0,True,False,False,,2389,0,264,83,0,2,32,Publisher-Backed,1,2018,0.7719676549865229
False,29.99,False,0,True,False,False,86.0,915,108,352,1173,0,5,50,Publisher-Backed,1,2018,0.9544709354068106
False,39.99,False,0,True,False,False,,743,0,532,26,17,2,0,Publisher-Backed,1,2018,0.6562609610662925
False,8.99,False,55,True,False,False,,352,0,397,4,0,1,25,Publisher-Backed,1,2018,0.9300460418832616
False,2.49,False,75,True,True,True,92.0,787,23,396,3331,0,1,0,Self-Published,1,2018,0.96757434086146
False,7.49,False,75,True,False,False,83.0,437,0,198,73,17,1,14,Publisher-Backed,1,2018,0.9011868466898955
False,19.99,False,0,True,False,False,64.0,993,0,1465,1,0,0,123,Self-Published,1,2018,0.5016181229773463
False,14.99,False,0,True,False,False,68.0,671,0,233,49,17,2,50,Publisher-Backed,1,2018,0.9108905928932992
False,3.99,False,0,True,True,True,,354,0,369,3,0,0,1,Self-Published,1,2018,0.5497835497835498
False,0.99,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,1.0
False,19.99,False,0,True,True,False,75.0,201,0,167,2,0,1,12,Publisher-Backed,1,2018,0.8026020637056976
False,3.49,False,30,True,False,False,,231,0,220,1,0,0,0,Publisher-Backed,1,2018,0.5337016574585636
False,24.99,False,0,True,False,False,64.0,180,0,133,13,0,0,16,Publisher-Backed,1,2018,0.5746624305003971
False,1.99,False,0,True,False,False,,0,0,0,0,0,0,0,Self-Published,1,2018,0.3333333333333333
False,19.99,False,0,True,False,False,59.0,1422,1083,432,89,0,0,36,Publisher-Backed,1,2018,0.7504364452572949
False,2.99,False,80,True,False,False,,198,0,160,17,0,1,40,Publisher-Backed,1,2018,0.8847517730496454
False,19.99,False,0,True,False,False,,0,0,0,1,0,0,0,Self-Published,1,2018,1.0
False,19.99,False,50,True,False,False,81.0,3835,250,1248,7084,0,7,165,Publisher-Backed,1,2018,0.8601335476690986
False,29.99,False,0,True,False,False,88.0,2056,0,2344,149,0,3,87,Publisher-Backed,1,2018,0.954610405984702
False,24.99,False,0,True,False,False,,619,0,920,71,0,2,84,Self-Published,1,2018,0.758046614872364
False,9.99,False,0,True,False,False,71.0,2252,0,200,11,0,0,41,Publisher-Backed,1,2018,0.9440630048465266
False,19.99,False,0,True,True,True,,967,29,476,296,0,2,30,Self-Published,1,2018,0.9588179605085204
False,59.99,False,0,True,False,False,76.0,995,0,454,199,17,2,47,Publisher-Backed,1,2018,0.8815886246629075
False,39.99,False,0,True,False,False,77.0,2016,71,461,1479,0,9,0,Publisher-Backed,1,2019,0.9253267596230388
False,4.99,False,0,True,False,False,,490,0,166,9,0,0,152,Self-Published,1,2018,0.9793751150942238
False,14.99,False,75,True,True,True,86.0,12854,1321,4359,16842,0,32,138,Publisher-Backed,1,2018,0.7270353251347428
False,4.74,False,75,True,False,False,,0,0,0,0,0,2,35,Publisher-Backed,1,2018,0.7692307692307693
False,0.99,False,80,True,False,False,59.0,395,0,224,4,0,0,14,Publisher-Backed,1,2018,0.7498255408234473
False,29.99,False,0,True,False,False,,276,129,159,83,0,0,40,Self-Published,1,2018,0.7601768562280835
False,4.49,False,70,True,False,False,77.0,419,0,236,12,0,7,0,Publisher-Backed,1,2018,0.9169440242057488
False,14.99,False,0,True,True,False,,3085,0,4588,3,0,2,79,Publisher-Backed,1,2018,0.8496986884083658
False,6.99,False,0,True,False,False,,295,0,29,15,0,0,0,Publisher-Backed,1,2018,0.878021978021978
False,19.99,False,0,True,False,False,69.0,1016,326,564,515,16,5,70,Self-Published,1,2018,0.7856907894736842
False,4.99,False,0,True,True,True,,244,0,273,0,0,0,32,Self-Published,1,2018,0.7146596858638743
False,59.99,False,0,True,False,False,,4028,0,3596,233,17,1,56,Publisher-Backed,1,2018,0.9441690581789721
False,24.99,False,0,True,True,False,,689,174,536,517,0,5,60,Publisher-Backed,1,2018,0.958172223991266
False,19.99,False,0,True,False,True,53.0,662,0,610,0,0,0,50,Publisher-Backed,1,2018,0.7368212445501388
False,14.99,False,0,True,True,True,,829,47,288,437,17,1,29,Publisher-Backed,1,2018,0.941576372422487
False,19.99,False,0,True,False,False,,537,0,244,160,0,11,45,Publisher-Backed,1,2018,0.5663911269226745
False,6.99,False,0,True,False,False,,323,0,288,2,0,0,0,Publisher-Backed,1,2018,0.7659574468085106
False,29.99,False,0,True,False,False,,6245,29,491,503,0,785,1384,Publisher-Backed,1,2018,0.7100791144854011
False,0.74,False,75,True,False,False,,428,0,62,2,0,0,10,Self-Published,1,2018,0.9582828457676995
False,29.99,False,0,True,False,False,,3108,0,499,88,0,0,0,Self-Published,1,2018,0.7730991337824832
False,0.49,False,90,True,False,False,,39,0,15,169,0,1,15,Self-Published,1,2018,0.8382352941176471
False,19.99,False,0,True,False,False,,763,0,337,37,0,0,20,Self-Published,1,2018,0.901910531220876
False,24.99,False,0,True,False,False,76.0,1355,584,731,374,0,4,126,Publisher-Backed,1,2018,0.6882114455013254
False,19.99,False,0,True,False,False,76.0,290,0,180,55,0,0,63,Publisher-Backed,1,2018,0.7847473784556721
False,2.49,False,90,True,True,True,,961,0,1093,8,0,1,44,Publisher-Backed,1,2019,0.8678970373967946
False,19.99,False,0,True,False,True,84.0,928,242,527,907,0,0,50,Self-Published,1,2018,0.9519864048929855
False,49.99,False,0,True,False,False,,853,1271,435,86,0,1,43,Publisher-Backed,1,2018,0.8629242819843342
False,19.99,False,0,True,True,False,,321,1,360,22,0,2,22,Publisher-Backed,1,2018,0.6992273730684326
False,9.99,False,0,True,True,False,70.0,221,0,44,4,0,5,100,Publisher-Backed,1,2018,0.8912780133252575
False,19.99,False,0,True,False,False,91.0,1097,0,369,193,17,0,59,Publisher-Backed,1,2018,0.9212088888888889
False,9.99,False,0,True,True,True,,1408,0,507,214,0,0,74,Self-Published,1,2018,0.9728964401294499
False,2.99,False,0,True,True,True,,306,0,282,0,0,1,9,Self-Published,1,2018,0.6867088607594937
False,17.99,False,60,True,False,False,,8034,2559,893,8535,0,15,69,Self-Published,1,2018,0.7465905543415243
False,19.99,False,0,True,False,False,,526,84,415,108,0,0,13,Publisher-Backed,1,2018,0.9680009175364147
False,14.99,False,0,True,True,True,72.0,390,0,470,0,0,1,30,Publisher-Backed,1,2018,0.9122807017543859
False,4.99,False,0,True,False,False,,168,0,173,0,0,0,10,Publisher-Backed,1,2018,0.584958217270195
False,39.99,False,0,True,False,False,,1010,1,864,196,0,1,29,Publisher-Backed,1,2018,0.8646448449713995
False,6.99,False,0,True,False,False,,465,0,310,237,0,0,28,Publisher-Backed,1,2018,0.8179960916681471
False,19.99,False,0,True,False,False,,281,0,194,1,0,8,36,Publisher-Backed,1,2018,0.8296976655185611
False,14.99,False,0,True,True,False,80.0,674,341,610,199,17,0,40,Publisher-Backed,1,2018,0.9648218970258226
False,39.99,False,0,True,False,False,81.0,1458,0,561,527,17,4,68,Publisher-Backed,1,2018,0.908141702921069
False,19.99,False,0,True,True,True,76.0,663,0,241,15,0,4,48,Self-Published,1,2018,0.9304564907275321
False,19.99,False,0,True,False,False,86.0,1309,0,970,188,17,0,0,Publisher-Backed,1,2018,0.8932950261684295
False,12.99,False,0,True,True,False,76.0,239,0,200,24,0,2,24,Self-Published,1,2018,0.9492322712345789
False,1.49,False,90,True,True,True,81.0,396,0,266,27,0,4,47,Self-Published,1,2018,0.935129740518962
False,19.99,False,0,True,True,True,76.0,330,0,239,0,12,0,26,Self-Published,1,2018,0.7036273701566365
False,3.74,False,75,True,False,False,59.0,492,0,528,18,0,0,40,Self-Published,1,2018,0.5496011964107677
False,9.99,False,0,True,True,True,78.0,310,0,332,2,0,2,0,Publisher-Backed,1,2018,0.7654462242562929
False,7.99,False,80,True,True,True,,1487,0,782,232,0,1,137,Publisher-Backed,1,2018,0.701844914116067
False,24.99,False,0,True,True,False,,3046,157,1571,182,0,5,35,Self-Published,1,2018,0.8371941697032795
False,9.99,False,0,True,False,False,89.0,371,0,59,89,16,0,0,Publisher-Backed,1,2018,0.9416163618343995
False,19.99,False,0,True,False,False,,328,0,198,121,0,8,46,Self-Published,1,2018,0.8207131218249785
False,29.99,False,0,True,False,False,,133,0,153,37,0,2,59,Self-Published,1,2018,0.6868008948545862
False,9.99,False,0,True,False,False,,210,0,170,14,0,3,20,Publisher-Backed,1,2018,0.9701539926972536
False,14.99,False,0,True,True,True,,285,0,212,2,0,1,14,Publisher-Backed,1,2018,0.8813056379821959
False,19.99,False,0,True,False,False,76.0,356,0,215,15,0,3,33,Self-Published,1,2018,0.9097836774827925
False,1.99,False,75,True,False,False,,95,0,101,12,0,1,14,Self-Published,1,2018,0.9079401611047181
False,2.24,False,85,True,False,False,,1125,45,249,99,0,0,12,Publisher-Backed,1,2018,0.9475583864118896
False,4.99,False,0,True,False,False,,0,0,0,0,0,0,0,Self-Published,1,2018,0.75
False,12.49,False,50,True,False,False,88.0,282,0,314,15,0,1,17,Publisher-Backed,1,2018,0.94831013916501
False,9.99,False,0,True,False,False,,288,0,156,2,0,1,36,Self-Published,1,2018,0.8728149487643159
False,12.99,False,0,True,False,False,,185,0,40,6,0,0,18,Publisher-Backed,1,2018,0.6978540772532189
False,12.99,False,0,True,True,True,67.0,424,0,386,0,0,1,10,Self-Published,1,2018,0.7382339757956073
False,7.99,False,80,True,False,False,66.0,553,0,320,46,0,1,42,Publisher-Backed,1,2018,0.8570362473347548
False,19.99,False,0,True,True,False,76.0,221,0,81,6,0,1,40,Self-Published,1,2018,0.7290155440414507
False,4.99,False,0,True,False,False,78.0,763,0,342,205,0,0,14,Publisher-Backed,1,2018,0.9504950495049505
False,34.99,False,0,True,False,False,,2669,3049,272,232,0,7,50,Self-Published,1,2018,0.8547976224172091
False,14.99,False,0,True,False,False,,347,0,406,8,0,2,37,Publisher-Backed,1,2018,0.9224698235840297
False,9.99,False,0,True,False,False,,254,18,75,80,17,0,13,Publisher-Backed,1,2018,0.9558951018638925
False,4.99,False,0,True,True,True,,163,0,107,7,0,1,15,Publisher-Backed,1,2018,0.8852768852768853
False,19.99,False,0,True,True,False,79.0,293,0,223,2,0,1,31,Self-Published,1,2018,0.8953389830508475
False,14.99,False,0,True,True,True,76.0,282,0,209,56,0,1,19,Publisher-Backed,1,2018,0.935117173837006
False,1.99,False,0,True,False,False,,229,0,234,0,0,0,12,Publisher-Backed,1,2018,0.6515151515151515
False,7.99,False,0,True,False,False,62.0,208,0,136,30,0,0,0,Self-Published,1,2018,0.9057865409344192
False,19.99,False,0,True,True,True,,334,0,118,15,0,0,10,Publisher-Backed,1,2018,0.931909212283044
False,19.99,False,0,True,True,True,,1736,1347,414,2575,0,4,87,Self-Published,1,2018,0.9046946480124362
False,9.99,False,0,True,False,False,59.0,208,0,154,20,0,0,58,Self-Published,1,2018,0.8110318592486924
False,4.99,False,0,True,True,True,,116,0,14,66,0,0,0,Self-Published,1,2018,0.8699931334401465
False,0.99,False,0,True,False,False,,351,0,262,0,0,0,0,Self-Published,1,2018,0.598705501618123
False,1.99,False,0,True,True,True,81.0,123,0,98,0,0,2,65,Self-Published,1,2018,0.8278114792347177
False,1.99,False,80,True,True,True,77.0,765,1,287,25,0,1,15,Publisher-Backed,1,2018,0.9332343212043476
False,20.99,False,30,True,False,False,,297,0,401,126,0,2,28,Publisher-Backed,1,2018,0.8696522391793845
False,0.83,False,94,True,True,True,75.0,331,0,147,138,1,2,60,Publisher-Backed,1,2018,0.9170000360399323
False,4.99,False,0,True,False,False,84.0,4,0,5,0,0,0,0,Self-Published,1,2018,0.806966618287373
False,29.99,False,0,True,True,False,,6785,455,2606,13431,0,11,45,Self-Published,1,2018,0.8363067758749069
False,29.99,False,0,True,True,True,83.0,722,0,368,74,0,4,34,Self-Published,1,2018,0.9447089947089947
False,19.99,False,0,True,False,False,,640,416,448,50,0,1,38,Self-Published,1,2018,0.9684959838391611
False,14.99,False,0,True,False,False,,132,0,74,2,0,0,30,Publisher-Backed,1,2018,0.8037940379403794
False,9.99,False,0,True,False,False,,221,0,91,5,0,0,0,Publisher-Backed,1,2018,0.4971751412429379
False,19.99,False,0,True,False,False,84.0,205,0,251,4,0,0,39,Self-Published,1,2018,0.8704663212435233
False,9.99,False,0,True,False,False,,323,0,253,1,0,2,52,Self-Published,1,2018,0.7367205542725174
False,1.99,False,0,True,False,False,,190,0,211,0,0,0,0,Publisher-Backed,1,2018,0.41055718475073316
False,2.99,False,0,True,False,False,,184,0,205,0,0,0,0,Publisher-Backed,1,2018,0.4900900900900901
False,15.99,False,0,True,True,True,73.0,1917,0,341,32,0,5,33,Self-Published,1,2018,0.8538158366176998
False,19.99,False,0,True,True,True,,415,0,94,21,0,5,55,Publisher-Backed,1,2018,0.8225464815250647
False,49.99,False,0,True,False,False,,1892,633,480,886,0,0,197,Self-Published,1,2018,0.8367534859247566
False,19.99,False,0,True,True,True,,4571,876,1699,14439,0,1,0,Publisher-Backed,1,2018,0.9432264699056475
False,19.99,False,0,True,True,True,73.0,223,0,84,12,0,3,35,Publisher-Backed,1,2018,0.7526768843166072
False,19.99,False,0,True,False,False,,168,0,120,44,0,10,30,Publisher-Backed,1,2018,0.9202035597117099
False,3.99,False,90,True,False,False,72.0,637,0,211,267,0,1,28,Publisher-Backed,1,2018,0.7731842057598262
False,14.99,False,50,True,False,False,,460,0,624,386,0,0,0,Publisher-Backed,1,2018,0.9111969111969112
False,2.99,False,0,True,False,False,,206,0,213,2,0,2,48,Self-Published,1,2018,0.7590879759087976
False,8.99,False,40,True,True,True,,260,241,162,131,0,0,0,Publisher-Backed,1,2023,0.8668420520084994
False,19.99,False,0,True,False,False,75.0,317,0,248,41,17,0,30,Publisher-Backed,1,2018,0.7590662417090188
False,4.99,False,0,True,False,False,84.0,39,0,8,0,0,0,0,Self-Published,1,2018,0.8051529790660226
False,14.99,False,0,True,True,False,75.0,465,64,322,422,0,2,65,Publisher-Backed,1,2018,0.9205821513002365
False,9.99,False,0,True,False,False,74.0,120,287,91,2,0,0,19,Publisher-Backed,1,2018,0.9175475687103594
False,9.99,False,0,True,False,False,,1480,0,620,4,0,0,30,Publisher-Backed,1,2018,0.6227045075125208
False,4.99,False,0,True,False,False,73.0,270,0,164,42,0,0,5,Self-Published,1,2018,0.9778942649239577
False,29.99,False,0,True,True,False,74.0,12797,535,834,7181,17,21,123,Self-Published,1,2018,0.9042024401265251
False,2.99,False,80,True,True,True,,710,80,174,269,0,0,72,Publisher-Backed,1,2018,0.9282898241875333
False,14.99,False,0,True,True,False,,2264,0,865,23,0,7,16,Self-Published,1,2018,0.9246145059965734
False,29.99,False,0,True,False,False,,215,0,211,0,0,1,12,Publisher-Backed,1,2018,0.705
False,19.99,False,0,True,True,True,,753,0,851,5,0,0,37,Self-Published,1,2018,0.9115934356802541
False,19.99,False,0,True,True,True,79.0,1767,424,880,428,0,7,78,Publisher-Backed,1,2018,0.881746089136356
False,11.99,False,70,True,False,False,,483,0,196,27,0,2,38,Publisher-Backed,1,2018,0.718034617532105
False,39.99,False,0,True,False,False,91.0,2476,556,1488,3748,0,27,46,Self-Published,1,2018,0.9770565962973562
False,14.99,False,0,True,False,False,,549,0,333,189,0,0,23,Publisher-Backed,1,2018,0.7765654648956357
False,14.99,False,0,True,True,True,,1760,0,739,136,0,0,83,Self-Published,1,2018,0.9587803500846979
False,14.99,False,0,True,False,False,,567,133,201,172,10,0,13,Self-Published,1,2018,0.8827678571428571
False,1.99,False,0,True,True,True,84.0,36,0,24,0,0,1,30,Publisher-Backed,1,2018,0.9372093023255814
False,19.99,False,0,True,False,False,47.0,194,0,81,1,0,1,10,Self-Published,1,2018,0.7589116220206708
False,9.99,False,0,True,False,False,,243,0,258,10,0,0,26,Publisher-Backed,1,2018,0.2432775240994419
False,4.99,False,0,True,False,False,,304,2182,127,3,0,0,52,Publisher-Backed,1,2018,0.685069008782936
False,1.74,False,65,True,True,False,,641,57,510,38,0,1,22,Self-Published,1,2018,0.8530878404296126
False,2.99,False,0,True,True,True,,623,233,389,296,0,0,0,Self-Published,1,2018,0.8402078693392725
False,29.99,False,0,True,False,False,,437,0,248,29,0,1,15,Publisher-Backed,1,2019,0.9603626735136003
False,1.74,False,93,True,True,True,78.0,1538,5,646,43,0,5,61,Publisher-Backed,1,2018,0.8379149377593361
False,24.99,False,0,True,False,False,81.0,1102,0,497,91,0,2,37,Publisher-Backed,1,2018,0.8640708320756615
False,1.99,False,0,True,True,False,,306,0,317,1,0,0,0,Publisher-Backed,1,2018,0.2807017543859649
False,14.99,False,0,True,True,False,74.0,365,0,175,10,0,0,63,Self-Published,1,2018,0.7966183574879228
False,19.99,False,0,True,False,False,,13481,844,1448,44886,17,37,297,Self-Published,1,2018,0.7905297936820134
False,24.99,False,0,True,False,False,,266,0,196,9,0,0,76,Self-Published,1,2018,0.7373029772329247
False,3.99,False,0,True,True,False,,321,0,334,111,0,0,50,Self-Published,1,2018,0.9545143638850889
False,4.24,False,83,True,False,False,77.0,1019,0,133,26,0,7,44,Publisher-Backed,1,2018,0.8299295774647887
False,9.99,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.6666666666666666
False,19.99,False,0,True,True,False,80.0,412,83,199,364,17,0,65,Publisher-Backed,1,2018,0.8231982561831694
False,19.99,False,0,True,False,False,,1397,0,1310,205,0,3,44,Publisher-Backed,1,2018,0.9300810424280948
False,9.89,False,34,True,False,False,86.0,241,0,125,76,17,0,0,Self-Published,1,2018,0.9489559164733179
False,2.49,False,75,True,False,False,72.0,47,0,33,0,17,0,0,Publisher-Backed,1,2018,0.9307181889149102
False,39.99,False,0,True,False,False,84.0,2464,265,1751,2879,17,0,41,Publisher-Backed,1,2018,0.9215229816162538
False,14.99,False,0,True,False,False,79.0,630,0,657,50,0,1,30,Self-Published,1,2018,0.9192471824050772
False,1.99,False,0,True,False,False,,263,0,130,2,0,0,640,Self-Published,1,2018,0.9725510602315598
False,23.99,False,0,True,False,False,81.0,1637,13,523,209,0,3,46,Publisher-Backed,1,2018,0.9278622087132725
False,29.99,False,0,True,True,False,,916,158,352,625,0,2,35,Self-Published,1,2024,0.9512735326688815
False,0.77,False,94,True,True,False,,473,0,155,2,0,0,56,Publisher-Backed,1,2018,0.7195876288659794
False,19.99,False,0,True,False,False,,2699,13,563,2818,0,0,0,Publisher-Backed,1,2010,0.9763661721820718
False,9.99,False,0,True,True,False,,1000,0,383,60,0,0,20,Self-Published,1,2018,0.9334009465855307
False,2.99,False,0,True,False,False,,535,0,2,119,0,0,0,Self-Published,1,2015,0.9038981088382864
False,6.99,False,0,True,False,False,,372,0,397,0,0,0,20,Self-Published,1,2018,0.71875
False,19.99,False,0,True,False,False,,437,0,698,175,0,0,0,Self-Published,1,2018,0.9148053605615827
False,4.49,False,70,True,True,False,,40,0,50,5,0,1,54,Publisher-Backed,1,2018,0.8629213483146068
False,1.99,False,0,True,False,False,,215,0,211,0,0,0,0,Publisher-Backed,1,2018,0.41771315267680104
False,39.99,False,0,True,True,False,69.0,20315,1157,3043,143870,0,5,102,Self-Published,1,2018,0.8724132257791273
False,6.99,False,0,True,False,False,,159,0,16,3,13,0,0,Publisher-Backed,1,2018,0.8398123324396782
False,19.99,False,0,True,False,False,76.0,533,0,646,9,0,1,37,Publisher-Backed,1,2018,0.8834636658401679
False,19.99,False,0,True,False,False,70.0,557,314,323,29,0,1,51,Publisher-Backed,1,2018,0.9256513926325247
False,4.99,False,0,True,False,False,67.0,497,141,728,5,0,0,0,Self-Published,1,2018,0.7431693989071039
False,4.99,False,0,True,False,False,84.0,376,0,291,17,0,1,101,Self-Published,1,2018,0.9488291413703382
False,9.99,False,0,True,True,True,80.0,245,0,253,11,0,1,13,Self-Published,1,2018,0.9173141891891892
False,3.99,False,0,True,False,False,,148,0,105,3,0,1,100,Self-Published,1,2018,0.8452838241570636
False,39.99,False,0,True,True,True,86.0,748,0,316,116,17,5,36,Publisher-Backed,1,2018,0.9666437414030261
False,5.99,False,0,True,True,False,,157,0,146,51,0,1,24,Self-Published,1,2018,0.9476115069939298
False,29.99,False,0,True,False,False,68.0,1321,0,1040,3,0,10,49,Publisher-Backed,1,2018,0.5853504525363081
False,9.99,False,0,True,True,True,79.0,177,0,56,0,0,1,17,Self-Published,1,2018,0.8879528222409435
False,9.99,False,0,True,True,True,,238,0,271,3,0,1,27,Self-Published,1,2018,0.9236311239193083
False,19.99,False,0,True,True,False,,412,0,624,4,17,1,39,Publisher-Backed,1,2018,0.8441275167785235
False,0.99,False,0,True,False,True,,0,0,0,0,0,0,15,Self-Published,1,2018,0.8
False,12.99,False,0,True,True,False,,593,0,710,4,12,0,17,Self-Published,1,2018,0.9530501437240498
False,9.99,False,0,True,False,True,80.0,128,0,45,1,0,0,14,Self-Published,1,2018,0.8932882665379044
False,19.99,False,0,True,False,False,59.0,299,0,181,11,17,0,48,Publisher-Backed,1,2018,0.8574860368746622
False,2.99,False,0,True,False,True,,212,65,136,793,0,0,16,Publisher-Backed,1,2018,0.9602683664604724
False,22.49,False,50,True,True,False,85.0,1106,34,624,525,0,3,71,Self-Published,1,2018,0.7618365082300721
False,9.99,False,0,True,False,False,65.0,131,0,56,23,0,0,0,Publisher-Backed,1,2018,0.8681039949270767
False,5.99,False,0,True,False,False,81.0,109,0,80,24,0,0,0,Publisher-Backed,1,2018,0.8919068736141907
False,2.99,False,0,True,True,True,88.0,247,2,95,12,0,0,6,Self-Published,1,2018,0.9687550656508348
False,7.3,False,66,True,True,False,,1040,0,306,111,0,2,51,Publisher-Backed,1,2018,0.8666208791208792
False,11.24,False,55,True,False,False,66.0,1810,2,237,836,0,5,47,Publisher-Backed,1,2018,0.9411027272512241
False,19.99,False,0,True,True,False,44.0,227,0,212,4,0,0,11,Publisher-Backed,1,2018,0.7172932330827068
False,0.49,False,90,True,False,False,,353,0,334,49,0,1,9,Self-Published,1,2018,0.8515546639919759
False,49.99,False,0,True,False,False,,2268,41,794,854,0,60,274,Self-Published,1,2018,0.8931538831284763
False,5.99,False,85,True,False,False,78.0,588,89,576,686,17,1,43,Publisher-Backed,1,2018,0.8681054110879914
False,19.99,False,0,True,False,True,82.0,1080,0,654,199,0,1,40,Publisher-Backed,1,2021,0.9044862518089725
False,0.49,False,51,True,False,False,,282,0,307,0,0,0,13,Self-Published,1,2018,0.6466876971608833
False,29.99,False,0,True,True,True,72.0,470,0,221,105,0,2,62,Publisher-Backed,1,2018,0.8836731012087318
False,4.99,False,0,True,False,False,,347,0,331,5,0,0,13,Self-Published,1,2017,0.6049382716049383
False,0.99,False,90,True,False,False,72.0,111,0,42,2,0,0,0,Self-Published,1,2018,0.7377666248431619
False,6.99,False,0,True,True,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,0.4
False,19.99,False,0,True,False,True,,360,0,257,8,0,0,0,Publisher-Backed,1,2018,0.7020640143583607
False,4.99,False,75,True,False,False,,1937,0,855,60,0,0,42,Publisher-Backed,1,2018,0.4979645008956196
False,3.99,False,80,True,False,False,77.0,596,239,205,251,0,2,90,Publisher-Backed,1,2018,0.7505952380952381
False,9.99,False,0,True,False,False,,147,0,73,4,0,2,24,Publisher-Backed,1,2018,0.8159827636862207
False,0.99,False,0,True,True,True,,304,0,333,1,0,0,25,Publisher-Backed,1,2018,0.7407407407407407
False,17.99,False,0,True,True,True,71.0,812,0,314,45,0,5,37,Publisher-Backed,1,2018,0.9022429906542057
False,7.49,False,50,True,True,True,81.0,4179,171,1031,894,0,1,51,Self-Published,1,2018,0.9226468412307618
False,13.99,False,0,True,False,False,,576,0,93,28,0,3,51,Self-Published,1,2018,0.8683103975535168
False,4.99,False,0,True,True,True,80.0,79,0,27,3,0,0,38,Publisher-Backed,1,2018,0.8787304594978683
False,39.99,False,0,True,False,False,,3927,881,379,221,0,1,48,Publisher-Backed,1,2018,0.9397841661376621
False,19.99,False,0,True,True,True,74.0,298,0,264,10,0,0,39,Self-Published,1,2018,0.8811668811668811
False,0.99,False,0,True,False,False,,248,0,219,0,0,0,17,Publisher-Backed,1,2018,0.49063670411985016
False,14.99,False,0,True,True,True,72.0,545,1,391,21,0,1,19,Self-Published,1,2018,0.9163791687202234
False,59.99,False,0,True,False,False,,2344,0,1687,804,17,2,52,Publisher-Backed,1,2018,0.6946317843820252
False,14.99,False,0,True,False,False,66.0,255,0,149,21,0,0,20,Publisher-Backed,1,2018,0.876845955832543
False,7.99,False,0,True,False,False,,102,0,42,10,0,0,92,Publisher-Backed,1,2018,0.7613953488372093
False,3.24,False,75,True,True,True,,0,0,0,0,17,0,0,Self-Published,1,2018,0.7919799498746867
False,9.99,False,0,True,True,True,74.0,930,0,211,10,0,0,48,Self-Published,1,2018,0.908768536428111
False,9.99,False,0,True,True,True,,369,0,276,1,0,0,8,Self-Published,1,2016,0.9296680497925311
False,12.99,False,0,True,True,True,78.0,184,0,97,2,0,1,39,Publisher-Backed,1,2018,0.8483792262112234
False,14.99,False,0,True,False,False,,160,0,47,12,0,0,23,Self-Published,1,2018,0.847990143231172
False,14.99,False,0,True,True,False,60.0,222,0,190,6,0,4,24,Publisher-Backed,1,2018,0.6976559396106476
False,9.99,False,0,True,True,False,76.0,94,0,84,1,0,1,13,Self-Published,1,2017,0.8697732997481108
False,0.49,False,90,True,True,True,,247,0,244,0,0,0,32,Publisher-Backed,1,2018,0.6535031847133758
False,2.99,False,80,True,True,False,77.0,307,0,308,4,0,1,25,Publisher-Backed,1,2018,0.9353260869565218
False,14.99,False,0,True,False,False,,1397,190,367,84,0,0,0,Self-Published,1,2018,0.8206706625627733
False,9.99,False,0,True,False,False,,187,0,108,29,0,2,0,Self-Published,1,2018,0.8178606237816765
False,19.99,False,0,True,False,False,,339,5,206,34,0,1,27,Publisher-Backed,1,2018,0.9568106312292359
False,29.99,False,0,True,False,False,,249,36,150,167,0,0,83,Publisher-Backed,1,2018,0.9090225563909774
False,1.99,False,0,True,False,False,,207,0,216,0,0,0,0,Publisher-Backed,1,2018,0.43238095238095237
False,9.99,False,50,True,False,False,,298,0,386,9,0,1,15,Self-Published,1,2024,0.9834695393759286
False,9.99,False,0,True,False,False,,304,0,74,50,0,0,0,Publisher-Backed,1,2019,0.9647384189905508
False,14.99,False,0,True,True,False,,334,0,448,0,0,6,50,Publisher-Backed,1,2018,0.6195165622202328
False,44.99,False,0,True,False,False,80.0,1654,492,1418,8175,0,5,65,Publisher-Backed,1,2025,0.8748257839721254
False,24.99,False,0,True,True,False,67.0,1417,224,467,1311,0,10,96,Publisher-Backed,1,2018,0.9416883881274699
False,6.99,False,0,True,True,False,,2680,0,1154,1185,0,1,71,Self-Published,1,2018,0.9693222726561277
False,19.99,False,0,True,False,False,84.0,212,0,49,5,17,0,0,Publisher-Backed,1,2018,0.8577405857740585
False,14.99,False,0,True,False,True,89.0,2289,20,1123,590,17,3,85,Publisher-Backed,1,2018,0.9344666217605558
False,19.99,False,0,True,False,False,,2101,0,414,101,0,2,52,Publisher-Backed,1,2018,0.7874168963839793
False,39.99,False,0,True,True,False,,1130,477,467,1039,0,1,0,Publisher-Backed,1,2018,0.7933266216021861
False,29.99,False,0,True,False,False,,323,0,168,45,0,3,28,Publisher-Backed,1,2018,0.960294304198909
False,14.99,False,0,True,False,False,,1127,269,708,472,0,1,141,Self-Published,1,2018,0.9068937840007134
False,12.99,False,0,True,True,True,,348,0,217,30,0,1,60,Publisher-Backed,1,2018,0.8688104723961297
