coming_soon,price_usd,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,recommendations,positive_reviews,negative_reviews,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year
False,29.99,False,0,True,False,False,88.0,12063,11357,540,2056,0,2344,149,0,3,87,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,,806,683,218,619,0,920,71,0,2,84,Self-Published,1,2018
False,9.99,False,0,True,False,False,71.0,7447,9350,554,2252,0,200,11,0,0,41,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,28482,28358,1218,967,29,476,296,0,2,30,Self-Published,1,2018
False,39.99,False,0,True,False,False,77.0,31184,36035,2908,2016,71,461,1479,0,9,0,Publisher-Backed,1,2019
False,4.99,False,0,True,False,False,,12533,15955,336,490,0,166,9,0,0,152,Self-Published,1,2018
False,14.99,False,75,True,True,True,86.0,99260,87141,32717,12854,1321,4359,16842,0,32,138,Publisher-Backed,1,2018
False,4.74,False,75,True,False,False,,0,60,18,0,0,0,0,0,2,35,Publisher-Backed,1,2018
False,0.99,False,80,True,False,False,59.0,2401,2149,717,395,0,224,4,0,0,14,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,15683,9972,3146,276,129,159,83,0,0,40,Self-Published,1,2018
False,4.49,False,70,True,False,False,77.0,12038,12122,1098,419,0,236,12,0,7,0,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,2708,2397,424,3085,0,4588,3,0,2,79,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,798,799,111,295,0,29,15,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,69.0,47322,42993,11727,1016,326,564,515,16,5,70,Self-Published,1,2018
False,4.99,False,0,True,True,True,,303,546,218,244,0,273,0,0,0,32,Self-Published,1,2018
False,24.99,False,0,True,True,False,,44488,42127,1839,689,174,536,517,0,5,60,Publisher-Backed,1,2018
False,19.99,False,0,True,False,True,53.0,1285,1859,664,662,0,610,0,0,0,50,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,,66771,62741,3893,829,47,288,437,17,1,29,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,9408,5413,4144,537,0,244,160,0,11,45,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,354,324,99,323,0,288,2,0,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,19144,20015,8172,6245,29,491,503,0,785,1384,Publisher-Backed,1,2018
False,0.74,False,75,True,False,False,,15964,16608,723,428,0,62,2,0,0,10,Self-Published,1,2018
False,29.99,False,0,True,False,False,,17585,16065,4715,3108,0,499,88,0,0,0,Self-Published,1,2018
False,0.49,False,90,True,False,False,,2260,1596,308,39,0,15,169,0,1,15,Self-Published,1,2018
False,19.99,False,0,True,False,False,,10693,11613,1263,763,0,337,37,0,0,20,Self-Published,1,2018
False,24.99,False,0,True,False,False,76.0,12030,8827,3999,1355,584,731,374,0,4,126,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,76.0,4979,4116,1129,290,0,180,55,0,0,63,Publisher-Backed,1,2018
False,2.49,False,90,True,True,True,,1890,1787,272,961,0,1093,8,0,1,44,Publisher-Backed,1,2019
False,19.99,False,0,True,False,True,84.0,131820,121562,6131,928,242,527,907,0,0,50,Self-Published,1,2018
False,19.99,False,0,True,True,False,,1668,1267,545,321,1,360,22,0,2,22,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,70.0,1966,2943,359,221,0,44,4,0,5,100,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,91.0,24821,25909,2216,1097,0,369,193,17,0,59,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,,13851,14430,402,1408,0,507,214,0,0,74,Self-Published,1,2018
False,2.99,False,0,True,True,True,,0,217,99,306,0,282,0,0,1,9,Self-Published,1,2018
False,17.99,False,60,True,False,False,,96031,83704,28411,8034,2559,893,8535,0,15,69,Self-Published,1,2018
False,19.99,False,0,True,False,False,,28647,25320,837,526,84,415,108,0,0,13,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,72.0,555,728,70,390,0,470,0,0,1,30,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,0,210,149,168,0,173,0,0,0,10,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,,64011,56080,8779,1010,1,864,196,0,1,29,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,38150,36836,8196,465,0,310,237,0,0,28,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,2321,2168,445,281,0,194,1,0,8,36,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,80.0,26435,30526,1113,674,341,610,199,17,0,40,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,81.0,21637,36530,3695,1458,0,561,527,17,4,68,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,76.0,4087,5218,390,663,0,241,15,0,4,48,Self-Published,1,2018
False,19.99,False,0,True,False,False,86.0,55830,48815,5831,1309,0,970,188,17,0,0,Publisher-Backed,1,2018
False,12.99,False,0,True,True,False,76.0,10931,10695,572,239,0,200,24,0,2,24,Self-Published,1,2018
False,1.49,False,90,True,True,True,81.0,4288,5622,390,396,0,266,27,0,4,47,Self-Published,1,2018
False,19.99,False,0,True,True,True,76.0,1183,1707,719,330,0,239,0,12,0,26,Self-Published,1,2018
False,3.74,False,75,True,False,False,59.0,3566,2205,1807,492,0,528,18,0,0,40,Self-Published,1,2018
False,9.99,False,0,True,True,True,78.0,440,669,205,310,0,332,2,0,2,0,Publisher-Backed,1,2018
False,7.99,False,80,True,True,True,,12129,9929,4218,1487,0,782,232,0,1,137,Publisher-Backed,1,2018
False,24.99,False,0,True,True,False,,7575,6433,1251,3046,157,1571,182,0,5,35,Self-Published,1,2018
False,9.99,False,0,True,False,False,89.0,16188,20902,1296,371,0,59,89,16,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,17471,17125,3741,328,0,198,121,0,8,46,Self-Published,1,2018
False,29.99,False,0,True,False,False,,4202,3070,1400,133,0,153,37,0,2,59,Self-Published,1,2018
False,9.99,False,0,True,False,False,,10955,12222,376,210,0,170,14,0,3,20,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,,850,1485,200,285,0,212,2,0,1,14,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,76.0,11010,11103,1101,356,0,215,15,0,3,33,Self-Published,1,2018
False,1.99,False,75,True,False,False,,8554,7890,800,95,0,101,12,0,1,14,Self-Published,1,2018
False,2.24,False,85,True,False,False,,4199,4463,247,1125,45,249,99,0,0,12,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,0,3,1,0,0,0,0,0,0,0,Self-Published,1,2018
False,12.49,False,50,True,False,False,88.0,7512,7155,390,282,0,314,15,0,1,17,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,1484,1448,211,288,0,156,2,0,1,36,Self-Published,1,2018
False,12.99,False,0,True,False,False,,544,1626,704,185,0,40,6,0,0,18,Publisher-Backed,1,2018
False,12.99,False,0,True,True,True,67.0,1311,1647,584,424,0,386,0,0,1,10,Self-Published,1,2018
False,7.99,False,80,True,False,False,66.0,22368,24117,4023,553,0,320,46,0,1,42,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,76.0,1412,1407,523,221,0,81,6,0,1,40,Self-Published,1,2018
False,4.99,False,0,True,False,False,78.0,2939,2688,140,763,0,342,205,0,0,14,Publisher-Backed,1,2018
False,34.99,False,0,True,False,False,,8286,6040,1026,2669,3049,272,232,0,7,50,Self-Published,1,2018
False,14.99,False,0,True,False,False,,1836,1987,167,347,0,406,8,0,2,37,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,8192,8821,407,254,18,75,80,17,0,13,Publisher-Backed,1,2018
False,4.99,False,0,True,True,True,,4906,4684,607,163,0,107,7,0,1,15,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,79.0,2040,2113,247,293,0,223,2,0,1,31,Self-Published,1,2018
False,14.99,False,0,True,True,True,76.0,14368,16041,1113,282,0,209,56,0,1,19,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,148,172,92,229,0,234,0,0,0,12,Publisher-Backed,1,2018
False,7.99,False,0,True,False,False,62.0,11264,10566,1099,208,0,136,30,0,0,0,Self-Published,1,2018
False,19.99,False,0,True,True,True,,3285,3490,255,334,0,118,15,0,0,10,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,108617,101846,10729,1736,1347,414,2575,0,4,87,Self-Published,1,2018
False,9.99,False,0,True,False,False,59.0,7661,8528,1987,208,0,154,20,0,0,58,Self-Published,1,2018
False,4.99,False,0,True,True,True,,6890,7602,1136,116,0,14,66,0,0,0,Self-Published,1,2018
False,0.99,False,0,True,False,False,,157,185,124,351,0,262,0,0,0,0,Self-Published,1,2018
False,1.99,False,0,True,True,True,81.0,1876,1774,369,123,0,98,0,0,2,65,Self-Published,1,2018
False,1.99,False,80,True,True,True,77.0,20711,27648,1978,765,1,287,25,0,1,15,Publisher-Backed,1,2018
False,20.99,False,30,True,False,False,,4812,3476,521,297,0,401,126,0,2,28,Publisher-Backed,1,2018
False,0.83,False,94,True,True,True,75.0,22474,25444,2303,331,0,147,138,1,2,60,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,84.0,460,556,133,4,0,5,0,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,True,False,,33746,28079,5496,6785,455,2606,13431,0,11,45,Self-Published,1,2018
False,29.99,False,0,True,True,True,83.0,6689,7142,418,722,0,368,74,0,4,34,Self-Published,1,2018
False,19.99,False,0,True,False,False,,21635,20136,655,640,416,448,50,0,1,38,Self-Published,1,2018
False,14.99,False,0,True,False,False,,1645,1483,362,132,0,74,2,0,0,30,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,979,616,623,221,0,91,5,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,84.0,1458,1848,275,205,0,251,4,0,0,39,Self-Published,1,2018
False,9.99,False,0,True,False,False,,174,319,114,323,0,253,1,0,2,52,Self-Published,1,2018
False,1.99,False,0,True,False,False,,405,280,402,190,0,211,0,0,0,0,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,287,272,283,184,0,205,0,0,0,0,Publisher-Backed,1,2018
False,15.99,False,0,True,True,True,73.0,2068,2383,408,1917,0,341,32,0,5,33,Self-Published,1,2018
False,19.99,False,0,True,True,True,,10669,10485,2262,415,0,94,21,0,5,55,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,450092,471451,28377,4571,876,1699,14439,0,1,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,73.0,4058,3585,1178,223,0,84,12,0,3,35,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,35978,35622,3089,168,0,120,44,0,10,30,Publisher-Backed,1,2018
False,3.99,False,90,True,False,False,72.0,18918,17075,5009,637,0,211,267,0,1,28,Publisher-Backed,1,2018
False,14.99,False,50,True,False,False,,3503,2832,276,460,0,624,386,0,0,0,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,3622,3529,1120,206,0,213,2,0,2,48,Self-Published,1,2018
False,8.99,False,40,True,True,True,,9440,8567,1316,260,241,162,131,0,0,0,Publisher-Backed,1,2023
False,19.99,False,0,True,False,False,75.0,8830,8812,2797,317,0,248,41,17,0,30,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,84.0,460,500,121,39,0,8,0,0,0,0,Self-Published,1,2018
False,14.99,False,0,True,True,False,75.0,15664,12461,1075,465,64,322,422,0,2,65,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,74.0,3251,3472,312,120,287,91,2,0,0,19,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,1039,746,452,1480,0,620,4,0,0,30,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,73.0,29695,28356,641,270,0,164,42,0,0,5,Self-Published,1,2018
False,29.99,False,0,True,True,False,74.0,228146,256128,27136,12797,535,834,7181,17,21,123,Self-Published,1,2018
False,2.99,False,80,True,True,True,,8783,8712,673,710,80,174,269,0,0,72,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,3900,4857,396,2264,0,865,23,0,7,16,Self-Published,1,2018
False,29.99,False,0,True,False,False,,616,1128,472,215,0,211,0,0,1,12,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,1366,1722,167,753,0,851,5,0,0,37,Self-Published,1,2018
False,19.99,False,0,True,True,True,79.0,30604,36581,4906,1767,424,880,428,0,7,78,Publisher-Backed,1,2018
False,11.99,False,70,True,False,False,,2617,2572,1010,483,0,196,27,0,2,38,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,91.0,160824,177539,4169,2476,556,1488,3748,0,27,46,Self-Published,1,2018
False,14.99,False,0,True,False,False,,19884,14733,4239,549,0,333,189,0,0,23,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,,7187,6792,292,1760,0,739,136,0,0,83,Self-Published,1,2018
False,14.99,False,0,True,False,False,,11589,9887,1313,567,133,201,172,10,0,13,Self-Published,1,2018
False,1.99,False,0,True,True,True,84.0,651,1209,81,36,0,24,0,0,1,30,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,47.0,4290,3598,1143,194,0,81,1,0,1,10,Self-Published,1,2018
False,9.99,False,0,True,False,False,,3344,959,2983,243,0,258,10,0,0,26,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,403,546,251,304,2182,127,3,0,0,52,Publisher-Backed,1,2018
False,1.74,False,65,True,True,False,,2865,2224,383,641,57,510,38,0,1,22,Self-Published,1,2018
False,2.99,False,0,True,True,True,,31236,28294,5381,623,233,389,296,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,,12098,11969,494,437,0,248,29,0,1,15,Publisher-Backed,1,2019
False,1.74,False,93,True,True,True,78.0,3201,3231,625,1538,5,646,43,0,5,61,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,81.0,9543,8588,1351,1102,0,497,91,0,2,37,Publisher-Backed,1,2018
False,1.99,False,0,True,True,False,,0,16,41,306,0,317,1,0,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,74.0,1316,1649,421,365,0,175,10,0,0,63,Self-Published,1,2018
False,19.99,False,0,True,False,False,,652542,630223,166993,13481,844,1448,44886,17,37,297,Self-Published,1,2018
False,24.99,False,0,True,False,False,,1468,1263,450,266,0,196,9,0,0,76,Self-Published,1,2018
False,3.99,False,0,True,True,False,,6595,5582,266,321,0,334,111,0,0,50,Self-Published,1,2018
False,4.24,False,83,True,False,False,77.0,2621,2357,483,1019,0,133,26,0,7,44,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,0,4,2,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,80.0,50598,47962,10301,412,83,199,364,17,0,65,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,5649,5853,440,1397,0,1310,205,0,3,44,Publisher-Backed,1,2018
False,9.89,False,34,True,False,False,86.0,8684,10634,572,241,0,125,76,17,0,0,Self-Published,1,2018
False,2.49,False,75,True,False,False,72.0,9013,4769,355,47,0,33,0,17,0,0,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,84.0,95553,119152,10147,2464,265,1751,2879,17,0,41,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,79.0,8555,8401,738,630,0,657,50,0,1,30,Self-Published,1,2018
False,1.99,False,0,True,False,False,,7735,7476,211,263,0,130,2,0,0,640,Self-Published,1,2018
False,23.99,False,0,True,False,False,81.0,8158,4579,356,1637,13,523,209,0,3,46,Publisher-Backed,1,2018
False,29.99,False,0,True,True,False,,34747,27488,1408,916,158,352,625,0,2,35,Self-Published,1,2024
False,0.77,False,94,True,True,False,,1735,1745,680,473,0,155,2,0,0,56,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,35059,38503,932,2699,13,563,2818,0,0,0,Publisher-Backed,1,2010
False,9.99,False,0,True,True,False,,3118,2761,197,1000,0,383,60,0,0,20,Self-Published,1,2018
False,2.99,False,0,True,False,False,,2514,2342,249,535,0,2,119,0,0,0,Self-Published,1,2015
False,6.99,False,0,True,False,False,,0,23,9,372,0,397,0,0,0,20,Self-Published,1,2018
False,19.99,False,0,True,False,False,,3700,2867,267,437,0,698,175,0,0,0,Self-Published,1,2018
False,4.49,False,70,True,True,False,,401,384,61,40,0,50,5,0,1,54,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,849,632,881,215,0,211,0,0,0,0,Publisher-Backed,1,2018
False,39.99,False,0,True,True,False,69.0,1126145,1071135,156649,20315,1157,3043,143870,0,5,102,Self-Published,1,2018
False,6.99,False,0,True,False,False,,1304,1253,239,159,0,16,3,13,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,76.0,4581,4632,611,533,0,646,9,0,1,37,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,70.0,4456,4121,331,557,314,323,29,0,1,51,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,67.0,284,272,94,497,141,728,5,0,0,0,Self-Published,1,2018
False,4.99,False,0,True,False,False,84.0,8354,8752,472,376,0,291,17,0,1,101,Self-Published,1,2018
False,9.99,False,0,True,True,True,80.0,9440,10861,979,245,0,253,11,0,1,13,Self-Published,1,2018
False,3.99,False,0,True,False,False,,4491,3961,725,148,0,105,3,0,1,100,Self-Published,1,2018
False,39.99,False,0,True,True,True,86.0,11573,14055,485,748,0,316,116,17,5,36,Publisher-Backed,1,2018
False,5.99,False,0,True,True,False,,14188,14362,794,157,0,146,51,0,1,24,Self-Published,1,2018
False,29.99,False,0,True,False,False,68.0,3242,2781,1970,1321,0,1040,3,0,10,49,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,79.0,651,1054,133,177,0,56,0,0,1,17,Self-Published,1,2018
False,9.99,False,0,True,True,True,,2058,1923,159,238,0,271,3,0,1,27,Self-Published,1,2018
False,19.99,False,0,True,True,False,,5188,5031,929,412,0,624,4,17,1,39,Publisher-Backed,1,2018
False,0.99,False,0,True,False,True,,0,4,1,0,0,0,0,0,0,15,Self-Published,1,2018
False,12.99,False,0,True,True,False,,2809,2984,147,593,0,710,4,12,0,17,Self-Published,1,2018
False,9.99,False,0,True,False,True,80.0,1592,1850,221,128,0,45,1,0,0,14,Self-Published,1,2018
False,19.99,False,0,True,False,False,59.0,11836,14278,2373,299,0,181,11,17,0,48,Publisher-Backed,1,2018
False,2.99,False,0,True,False,True,,102087,91745,3796,212,65,136,793,0,0,16,Publisher-Backed,1,2018
False,22.49,False,50,True,True,False,85.0,19750,16477,5151,1106,34,624,525,0,3,71,Self-Published,1,2018
False,9.99,False,0,True,False,False,65.0,2535,2738,416,131,0,56,23,0,0,0,Publisher-Backed,1,2018
False,5.99,False,0,True,False,False,81.0,1750,1609,195,109,0,80,24,0,0,0,Publisher-Backed,1,2018
False,2.99,False,0,True,True,True,88.0,18248,23905,771,247,2,95,12,0,0,6,Self-Published,1,2018
False,7.3,False,66,True,True,False,,7536,6309,971,1040,0,306,111,0,2,51,Publisher-Backed,1,2018
False,11.24,False,55,True,False,False,66.0,41299,39787,2490,1810,2,237,836,0,5,47,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,44.0,1999,4293,1692,227,0,212,4,0,0,11,Publisher-Backed,1,2018
False,0.49,False,90,True,False,False,,2548,1698,296,353,0,334,49,0,1,9,Self-Published,1,2018
False,5.99,False,85,True,False,False,78.0,84693,79686,12107,588,89,576,686,17,1,43,Publisher-Backed,1,2018
False,19.99,False,0,True,False,True,82.0,7392,6875,726,1080,0,654,199,0,1,40,Publisher-Backed,1,2021
False,0.49,False,51,True,False,False,,165,205,112,282,0,307,0,0,0,13,Self-Published,1,2018
False,29.99,False,0,True,True,True,72.0,21530,24491,3224,470,0,221,105,0,2,62,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,114,98,64,347,0,331,5,0,0,13,Self-Published,1,2017
False,0.99,False,90,True,False,False,72.0,747,588,209,111,0,42,2,0,0,0,Self-Published,1,2018
False,6.99,False,0,True,True,False,,0,2,3,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,True,,2847,2347,996,360,0,257,8,0,0,0,Publisher-Backed,1,2018
False,4.99,False,75,True,False,False,,4895,3058,3083,1937,0,855,60,0,0,42,Publisher-Backed,1,2018
False,3.99,False,80,True,False,False,77.0,9477,7566,2514,596,239,205,251,0,2,90,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,8285,8332,1879,147,0,73,4,0,2,24,Publisher-Backed,1,2018
False,0.99,False,0,True,True,True,,109,120,42,304,0,333,1,0,0,25,Publisher-Backed,1,2018
False,17.99,False,0,True,True,True,71.0,14256,14481,1569,812,0,314,45,0,5,37,Publisher-Backed,1,2018
False,7.49,False,50,True,True,True,81.0,120556,152150,12756,4179,171,1031,894,0,1,51,Self-Published,1,2018
False,13.99,False,0,True,False,False,,5108,4543,689,576,0,93,28,0,3,51,Self-Published,1,2018
False,4.99,False,0,True,True,True,80.0,1620,1855,256,79,0,27,3,0,0,38,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,,9137,10363,664,3927,881,379,221,0,1,48,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,74.0,1787,2054,277,298,0,264,10,0,0,39,Self-Published,1,2018
False,0.99,False,0,True,False,False,,0,131,136,248,0,219,0,0,0,17,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,72.0,5382,5578,509,545,1,391,21,0,1,19,Self-Published,1,2018
False,14.99,False,0,True,False,False,66.0,6456,6472,909,255,0,149,21,0,0,20,Publisher-Backed,1,2018
False,7.99,False,0,True,False,False,,1444,1637,513,102,0,42,10,0,0,92,Publisher-Backed,1,2018
False,3.24,False,75,True,True,True,,196,316,83,0,0,0,0,17,0,0,Self-Published,1,2018
False,9.99,False,0,True,True,True,74.0,2213,2819,283,930,0,211,10,0,0,48,Self-Published,1,2018
False,9.99,False,0,True,True,True,,4335,4481,339,369,0,276,1,0,0,8,Self-Published,1,2016
False,12.99,False,0,True,True,True,78.0,997,2434,435,184,0,97,2,0,1,39,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,6171,5506,987,160,0,47,12,0,0,23,Self-Published,1,2018
False,14.99,False,0,True,True,False,60.0,1767,1756,761,222,0,190,6,0,4,24,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,76.0,2781,3453,517,94,0,84,1,0,1,13,Self-Published,1,2017
False,0.49,False,90,True,True,True,,237,513,272,247,0,244,0,0,0,32,Publisher-Backed,1,2018
False,2.99,False,80,True,True,False,77.0,1362,1721,119,307,0,308,4,0,1,25,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,12056,10132,2214,1397,190,367,84,0,0,0,Self-Published,1,2018
False,9.99,False,0,True,False,False,,6495,6713,1495,187,0,108,29,0,2,0,Self-Published,1,2018
False,19.99,False,0,True,False,False,,5533,5184,234,339,5,206,34,0,1,27,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,2877,2418,242,249,36,150,167,0,0,83,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,263,227,298,207,0,216,0,0,0,0,Publisher-Backed,1,2018
False,9.99,False,50,True,False,False,,6739,5295,89,298,0,386,9,0,1,15,Self-Published,1,2024
False,9.99,False,0,True,False,False,,4116,4186,153,304,0,74,50,0,0,0,Publisher-Backed,1,2019
False,14.99,False,0,True,True,False,,332,692,425,334,0,448,0,0,6,50,Publisher-Backed,1,2018
False,24.99,False,0,True,True,False,67.0,91001,89596,5548,1417,224,467,1311,0,10,96,Publisher-Backed,1,2018
False,6.99,False,0,True,True,False,,13547,12386,392,2680,0,1154,1185,0,1,71,Self-Published,1,2018
False,19.99,False,0,True,False,False,84.0,3745,3280,544,212,0,49,5,17,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,False,True,89.0,39865,52717,3697,2289,20,1123,590,17,3,85,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,4864,4856,1311,2101,0,414,101,0,2,52,Publisher-Backed,1,2018
False,39.99,False,0,True,True,False,,27367,16548,4311,1130,477,467,1039,0,1,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,13767,15140,626,323,0,168,45,0,3,28,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,11901,10169,1044,1127,269,708,472,0,1,141,Self-Published,1,2018
False,12.99,False,0,True,True,True,,7534,6106,922,348,0,217,30,0,1,60,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,40247,35011,943,621,1,592,160,0,2,21,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,61.0,360,365,546,405,0,297,2,0,2,0,Publisher-Backed,1,2018
False,19.79,False,67,True,False,False,82.0,153027,134739,27846,1722,278,840,6851,17,22,50,Publisher-Backed,1,2018
False,9.89,False,67,True,False,False,,29307,25027,5995,1098,0,434,283,0,9,25,Self-Published,1,2018
False,14.99,False,0,True,True,True,,1120,1370,229,517,0,218,3,0,0,60,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,,6838,6283,865,406,0,346,22,0,1,30,Self-Published,1,2018
False,29.99,False,0,True,False,False,,9740,6840,1404,601,0,170,370,0,8,27,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,14390,17137,2143,277,37,169,24,0,6,41,Self-Published,1,2018
False,9.99,False,0,True,True,True,71.0,1832,5068,1312,269,0,242,63,17,2,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,81.0,91334,81777,8661,244,0,248,81,0,1,10,Publisher-Backed,1,2018
False,5.99,False,0,True,False,False,,16025,14588,439,388,0,265,41,0,1,0,Self-Published,1,2018
False,24.99,False,0,True,False,True,84.0,12609,12978,770,367,37,221,50,0,2,30,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,34.0,3545,2355,3339,159,0,97,0,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,77.0,1834,1842,352,502,0,229,11,0,0,47,Self-Published,1,2018
False,29.99,False,0,True,False,False,83.0,48003,40494,2548,458,0,419,229,0,1,35,Publisher-Backed,1,2018
False,9.99,False,0,True,False,True,90.0,167960,175024,2717,382,156,175,638,0,2,15,Self-Published,1,2018
False,3.99,False,80,True,True,True,79.0,3329,4236,631,695,0,178,24,0,5,61,Self-Published,1,2018
False,29.99,False,0,True,False,False,75.0,13244,11754,8141,382,0,178,18,17,7,56,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,80.0,8495,8694,1269,388,0,223,42,18,0,50,Publisher-Backed,1,2018
False,4.99,False,80,True,False,False,80.0,2554,1995,758,128,0,116,58,0,3,40,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,16747,9206,227,776,1,554,731,0,0,13,Self-Published,1,2018
False,2.99,False,85,True,False,False,,2128,1507,694,641,0,738,4,0,0,16,Self-Published,1,2018
False,9.99,False,0,True,False,False,88.0,13480,15867,1069,426,369,137,87,17,0,0,Publisher-Backed,1,2010
False,39.99,False,0,True,False,False,93.0,8164,7528,404,711,26,317,99,0,2,43,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,76.0,993,1396,259,200,0,212,3,0,4,29,Publisher-Backed,1,2018
False,26.99,False,10,True,False,False,,16119,11979,2887,4538,1210,1521,2760,0,3,120,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,29727,21567,451,1184,481,801,596,0,2,80,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,83.0,12837,17917,1371,549,0,261,34,0,4,27,Self-Published,1,2018
False,12.99,False,0,True,True,False,89.0,23225,22907,523,327,0,332,34,0,1,34,Self-Published,1,2018
False,4.99,False,0,True,False,False,,7678,7272,505,187,0,98,58,17,0,10,Publisher-Backed,1,2018
