coming_soon,price_usd,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,recommendations,positive_reviews,negative_reviews,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year
False,2.24,False,85,True,True,True,86.0,28000,35661,1731,335,36,187,15,0,1,24,Self-Published,1,2018
False,29.99,False,0,True,True,True,91.0,11405,9912,498,4558,2,314,425,0,2,150,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,86.0,13501,14550,884,2438,1,137,129,16,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,82.0,1561,1909,185,513,0,510,0,0,1,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,72.0,6572,7621,2438,271,158,104,24,17,0,0,Self-Published,1,2018
False,11.24,False,75,True,True,False,93.0,176825,182166,7958,4374,227,1794,3510,0,3,97,Self-Published,1,2018
False,29.99,False,0,True,False,False,89.0,111051,140260,5873,1453,154,568,2248,17,32,55,Self-Published,1,2018
False,29.99,False,0,True,False,False,88.0,313996,434239,59151,8549,551,2552,11923,0,200,100,Self-Published,1,2018
False,6.74,False,55,True,False,False,72.0,10094,11414,692,1024,0,310,20,0,21,45,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,83.0,3760,7728,800,1111,0,123,6,0,1,13,Publisher-Backed,1,2018
False,4.99,False,0,True,True,True,63.0,3759,5630,821,300,0,308,10,0,0,0,Self-Published,1,2018
False,6.99,False,0,True,False,False,90.0,13409,13801,751,487,0,69,48,17,0,0,Publisher-Backed,1,2018
False,8.99,False,0,True,True,True,,1342,1347,380,602,0,424,157,0,0,0,Publisher-Backed,1,2018
False,3.99,False,80,True,True,True,77.0,1307,4610,674,195,0,85,4,0,1,23,Self-Published,1,2018
False,9.99,False,0,True,False,False,78.0,46065,50396,2891,670,0,174,323,0,0,0,Publisher-Backed,1,2018
False,3.99,False,0,True,False,False,,353,252,519,227,0,211,0,0,0,0,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,80.0,9257,6276,767,728,5,277,528,0,2,98,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,,384,335,100,1,0,1,5,0,0,0,Publisher-Backed,1,2018
False,2.99,False,0,True,True,True,,7907,8617,270,145,0,131,1,0,0,1,Self-Published,1,2018
False,19.99,False,0,True,True,True,75.0,6597,7065,1324,809,0,296,128,0,8,100,Publisher-Backed,1,2018
False,24.99,False,0,True,True,True,88.0,14017,13143,1326,1506,0,462,167,0,0,39,Self-Published,1,2018
False,19.99,False,0,True,True,True,81.0,10147,10468,971,1290,0,462,166,0,2,41,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,9501,8474,237,670,44,279,140,0,2,54,Self-Published,1,2024
False,14.99,False,0,True,False,False,87.0,5019,6929,440,142,0,88,6,0,0,10,Publisher-Backed,1,2013
False,6.99,False,0,True,False,False,80.0,2152,1322,969,168,0,13,3,17,0,0,Publisher-Backed,1,2018
False,11.99,False,0,True,True,True,83.0,12916,11782,2596,224,0,182,9,0,1,8,Publisher-Backed,1,2018
False,8.99,False,70,True,False,False,91.0,31861,29837,1575,1716,0,566,958,0,3,80,Publisher-Backed,1,2018
False,1.99,False,80,True,False,False,81.0,1695,1802,209,1286,0,282,72,0,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,6673,4155,268,1209,424,683,507,0,0,0,Self-Published,1,2018
False,17.99,False,0,True,True,False,,12811,13393,592,1061,0,530,204,0,1,40,Publisher-Backed,1,2018
False,2.99,False,0,True,True,True,,2713,2701,374,332,0,383,0,0,1,36,Self-Published,1,2018
False,14.99,False,0,True,True,True,74.0,86427,114570,10301,2299,212,253,154,0,0,100,Self-Published,1,2018
False,7.99,False,0,True,False,False,,5031,4141,536,1535,0,412,1120,0,0,8,Self-Published,1,2018
False,2.49,False,75,True,False,False,80.0,1730,620,1064,45,0,11,9,17,0,0,Publisher-Backed,1,2018
False,17.99,False,0,True,True,False,,4162,3723,541,926,0,617,13,0,1,20,Self-Published,1,2018
False,19.99,False,0,True,False,False,76.0,8593,6633,2218,454,0,203,42,10,1,0,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,64.0,2210,2030,851,206,0,142,2,16,0,35,Publisher-Backed,1,2018
False,24.49,False,30,True,False,False,,10050,6737,417,3283,26,1727,4404,0,3,0,Self-Published,1,2022
False,9.99,False,0,True,False,False,62.0,9985,11222,4206,354,0,172,27,0,2,165,Self-Published,1,2018
False,9.99,False,0,True,True,False,81.0,11105,12746,524,771,0,139,138,0,0,0,Publisher-Backed,1,2018
False,5.99,False,0,True,False,True,,0,62,18,0,0,0,0,0,0,0,Self-Published,1,2018
False,39.99,False,0,True,False,False,,29046,36999,2486,1394,0,765,158,0,6,57,Publisher-Backed,1,2018
False,12.49,False,50,True,False,False,77.0,2135,2496,144,167,0,171,5,0,0,11,Self-Published,1,2018
False,11.99,False,0,True,False,False,,33799,29090,1067,563,0,261,277,0,0,20,Self-Published,1,2018
False,14.99,False,0,True,False,False,,121,777,253,213,0,228,1,0,1,12,Publisher-Backed,1,2018
False,12.99,False,0,True,False,False,,0,8,0,0,0,0,0,0,0,64,Self-Published,1,2018
False,19.99,False,0,True,False,False,78.0,2895,3417,452,332,0,161,22,0,0,0,Publisher-Backed,1,2018
False,4.99,False,0,True,True,True,88.0,1263,1152,674,41,0,51,0,0,0,0,Self-Published,1,2018
False,3.99,False,0,True,True,False,,5523,5245,132,119,0,200,7,0,1,21,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,70.0,2940,2696,219,3472,0,322,269,0,0,0,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,0,10,5,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,85.0,46033,36697,2819,1517,474,660,1604,0,1,63,Publisher-Backed,1,2018
False,8.99,False,0,True,True,True,,352,890,412,258,0,280,4,0,0,0,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,77.0,5313,5841,736,1135,0,368,44,0,0,0,Publisher-Backed,1,2018
False,16.99,False,0,True,False,False,81.0,13088,13706,1469,936,0,138,61,0,1,12,Publisher-Backed,1,2018
False,3.99,False,80,True,False,False,91.0,53627,65947,2689,1013,0,541,655,0,0,64,Publisher-Backed,1,2018
False,0.99,False,0,True,False,False,,0,166,75,252,0,243,0,0,1,0,Publisher-Backed,1,2018
False,7.99,False,60,True,True,True,,51993,51267,9003,492,95,187,376,0,1,19,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,73.0,13464,12760,1751,306,0,142,15,0,3,79,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,1168,1026,329,278,0,286,9,0,0,25,Publisher-Backed,1,2018
False,14.99,False,50,True,False,False,,7495,5595,1323,2629,0,1094,215,0,4,20,Self-Published,1,2018
False,3.99,False,20,True,False,False,,1517,1745,314,663,156,611,29,0,1,116,Self-Published,1,2018
False,19.99,False,0,True,True,False,,3525,2825,178,984,0,1414,59,0,6,46,Publisher-Backed,1,2018
False,2.99,False,0,True,True,True,,24378,21939,622,494,3,284,100,0,1,35,Self-Published,1,2018
False,24.99,False,0,True,False,False,,3156,2782,591,1292,0,1337,10,0,2,32,Self-Published,1,2018
False,10.99,False,0,True,True,False,84.0,24837,24297,2629,725,0,159,26,0,2,34,Publisher-Backed,1,2018
False,1.99,False,0,True,True,True,64.0,3223,3370,332,165,0,107,2,0,0,18,Publisher-Backed,1,2018
False,23.99,False,60,True,False,False,81.0,22941,18936,14310,2601,547,1096,2183,18,5,24,Self-Published,1,2018
False,34.99,False,0,True,False,False,,8471,5949,3535,892,0,1092,4,0,3,44,Publisher-Backed,1,2018
False,34.99,False,0,True,False,False,,51346,34070,13002,3002,1383,986,1492,0,20,170,Self-Published,1,2018
False,19.96,False,0,True,False,False,79.0,20777,19660,1758,316,0,265,144,0,3,12,Publisher-Backed,1,2018
False,7.49,False,75,True,False,False,,10764,12067,2016,701,378,485,161,0,3,38,Self-Published,1,2018
False,19.99,False,0,True,False,False,52.0,1417,2334,1121,91,0,48,1,17,0,49,Self-Published,1,2018
False,19.99,False,0,True,True,True,81.0,1497,5956,1168,267,0,102,26,0,9,59,Publisher-Backed,1,2018
False,5.99,False,0,True,True,False,83.0,1488,1787,102,120,0,163,1,0,0,13,Self-Published,1,2018
False,1.99,False,0,True,False,False,,155,117,240,208,0,218,0,0,0,16,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,103,82,220,0,211,0,0,0,0,Publisher-Backed,1,2018
False,24.99,False,0,True,True,True,81.0,3175,3346,812,255,0,154,4,0,0,24,Self-Published,1,2018
False,5.99,False,0,True,True,True,,4987,5049,917,979,0,415,12,0,1,35,Self-Published,1,2018
False,4.99,False,0,True,False,False,,6658,3981,1561,5733,957,341,2384,0,0,12,Self-Published,1,2018
False,19.99,False,0,True,True,True,73.0,3718,3400,481,763,576,673,54,0,0,102,Publisher-Backed,1,2018
False,4.94,False,67,True,True,False,,3639,2900,637,551,0,253,16,0,2,51,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,71952,80515,7987,1304,0,491,384,0,6,53,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,123,93,19,41,0,41,2,0,0,0,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,653,509,282,118,0,104,1,0,0,0,Self-Published,1,2009
False,13.99,False,0,True,False,False,,24930,19544,414,1699,67,951,1616,0,0,0,Self-Published,1,2018
False,6.99,False,0,True,True,True,,241,445,202,628,0,269,33,0,1,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,,3121,3235,377,208,0,66,30,0,2,56,Self-Published,1,2018
False,14.99,False,0,True,False,False,,394,402,98,170,0,326,0,0,2,179,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,74.0,2338,2335,321,490,0,152,118,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,3921,3797,234,2772,0,1795,46,0,0,42,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,,49892,50767,1643,2115,59,975,2547,0,17,100,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,82.0,7800,7790,829,1041,0,685,40,0,1,89,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,74.0,2067,1953,224,459,0,415,1,0,2,48,Self-Published,1,2018
False,19.99,False,0,True,True,False,,295,2023,402,93,0,47,1,0,1,12,Self-Published,1,2018
False,39.99,False,0,True,False,False,92.0,45602,48252,8414,6145,383,1057,14920,0,9,43,Self-Published,1,2018
False,13.99,False,65,True,False,False,80.0,23613,23218,3065,2411,46,695,1501,0,16,60,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,84.0,81778,80404,3044,1216,0,196,67,0,1,17,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,,3639,2951,286,574,0,675,70,0,0,56,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,5898,5561,158,194,0,50,23,0,0,21,Publisher-Backed,1,2018
False,0.99,False,80,True,False,False,,1633,1165,1113,106,0,56,0,0,1,4,Self-Published,1,2018
False,2.99,False,85,True,False,False,,4380,4058,742,395,0,42,22,0,0,0,Publisher-Backed,1,2018
False,17.99,False,0,True,False,False,,10557,6133,5557,6976,0,1108,35,0,1,29,Self-Published,1,2018
False,29.99,False,0,True,False,False,,2357,2181,341,626,0,749,6,0,2,23,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,,34140,0,0,0,0,0,0,0,16,29,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,581,354,132,0,0,0,2,0,0,24,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,83.0,65172,69672,1397,382,169,307,82,0,1,22,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,,5578,4843,728,807,0,581,123,0,3,30,Self-Published,1,2018
False,29.99,False,0,True,False,False,,12953,11619,1526,4394,0,335,298,0,0,29,Self-Published,1,2018
False,19.99,False,0,True,False,False,,6954,4592,2795,549,0,348,33,0,0,56,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,19622,19334,620,33,0,28,3,0,0,0,Self-Published,1,2018
False,9.99,False,0,True,True,True,,2013,1990,423,861,0,192,1,0,1,64,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,89.0,56531,59622,2272,1266,191,145,774,0,0,73,Self-Published,1,2018
False,14.99,False,0,True,True,False,,5849,5047,363,1182,0,918,188,0,0,39,Publisher-Backed,1,2018
False,0.99,False,0,True,False,True,,1170,274,34,289,0,274,7,0,0,13,Self-Published,1,2018
False,24.99,False,0,True,False,False,,37769,28977,7042,987,164,475,1488,0,2,39,Publisher-Backed,1,2018
False,2.79,False,30,True,False,False,,9986,7846,548,88,0,79,46,0,0,2,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,2035,2013,63,523,0,392,3,0,0,21,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,62.0,1022,1241,470,3977,0,239,23,17,6,60,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,74.0,209230,310162,26896,5182,512,1340,25085,17,2,75,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,85.0,2538,1856,462,263,0,26,24,17,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,7400,6728,1458,614,0,143,49,0,3,30,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,2661,3123,544,147,459,89,0,0,1,0,Self-Published,1,2018
False,19.99,False,0,True,False,False,88.0,24026,20484,2652,1140,0,980,169,17,0,0,Publisher-Backed,1,2018
False,8.99,False,50,True,False,False,,0,35,5,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,9.99,False,0,True,False,True,80.0,15800,20798,1891,923,9,121,238,0,0,54,Self-Published,1,2018
False,29.99,False,0,True,False,False,,8316,6022,731,403,0,410,79,0,0,35,Publisher-Backed,1,2018
False,6.99,False,65,True,False,False,,3777,3366,124,599,0,599,38,0,0,53,Self-Published,1,2018
False,0.99,False,0,True,False,False,,762,655,138,126,0,141,4,0,0,22,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,90.0,5564,5848,153,780,250,324,139,0,1,5,Self-Published,1,2018
False,29.99,False,0,True,True,True,,12034,10856,205,1661,0,472,2399,0,1,83,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,0,7,3,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,75.0,17633,18028,1189,3015,284,600,96,0,2,40,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,231,2557,879,202,0,243,1,0,1,5,Self-Published,1,2014
False,2.99,False,90,True,True,True,,3332,5613,931,470,0,183,31,0,0,105,Self-Published,1,2018
False,29.99,False,0,True,False,False,,23041,21657,4401,1210,489,596,1663,0,20,35,Self-Published,1,2018
False,1.99,False,0,True,False,False,,101,145,159,202,0,219,3,0,0,0,Publisher-Backed,1,2016
False,2.99,False,0,True,False,False,,0,109,22,197,0,284,0,0,0,23,Self-Published,1,2018
False,12.99,False,35,True,False,False,,191359,121020,106084,4436,799,2512,4116,0,4,169,Publisher-Backed,1,2023
False,19.99,False,0,True,False,False,,64727,65599,1094,663,0,215,367,0,1,74,Self-Published,1,2018
False,4.99,False,0,True,True,True,81.0,5257,5576,401,183,0,146,10,0,0,21,Self-Published,1,2017
False,24.99,False,0,True,False,False,,0,10,8,0,0,0,0,0,0,52,Self-Published,1,2018
False,29.99,False,0,True,False,False,81.0,2666,3548,1224,305,0,151,22,0,13,54,Publisher-Backed,1,2018
False,0.99,False,80,True,False,False,,0,2,1,0,0,0,0,0,0,0,Self-Published,1,2018
False,19.99,False,0,True,True,True,75.0,2684,2839,337,247,0,165,10,0,1,17,Self-Published,1,2013
False,12.49,False,50,True,True,False,82.0,14246,13339,2501,688,6,403,48,0,3,30,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,81.0,29904,34031,4586,1248,151,433,328,0,14,20,Publisher-Backed,1,2018
False,0.99,False,0,True,True,True,,8390,10572,764,212,0,153,7,0,0,20,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,86.0,3723,3217,724,323,0,157,32,0,0,0,Publisher-Backed,1,2018
False,9.59,False,84,True,False,False,85.0,53918,65978,6998,3654,614,477,511,0,29,35,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,3667,3421,606,927,0,505,22,0,0,59,Publisher-Backed,1,2022
False,15.99,False,0,True,False,False,,17175,11430,954,1139,0,279,25,0,0,3,Self-Published,1,2018
False,9.99,False,0,True,False,False,,139,312,240,272,0,212,0,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,90.0,26342,26797,2156,538,0,193,109,17,0,50,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,,2643,2630,944,409,0,362,29,17,2,50,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,111578,28726,87986,442,0,142,11,0,11,1,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,71.0,363,337,180,111,0,219,7,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,67.0,2662,2314,940,142,0,73,2,0,0,23,Publisher-Backed,1,2018
False,39.99,False,0,True,True,False,80.0,17047,18526,3664,2194,0,494,359,0,21,115,Self-Published,1,2017
False,1.99,False,0,True,False,False,,2669,2582,718,103,0,67,4,0,0,18,Self-Published,1,2018
False,19.99,False,0,True,False,False,,15558,14293,1372,387,0,187,31,0,0,25,Self-Published,1,2018
False,24.99,False,0,True,True,True,87.0,369315,435687,21945,2154,297,1073,4953,17,41,78,Self-Published,1,2018
False,19.99,False,0,True,False,False,85.0,18491,17444,1224,439,0,377,54,0,2,24,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,68.0,616,1126,167,193,0,139,0,0,0,0,Self-Published,1,2014
False,24.99,False,0,True,False,False,,4662,3661,1022,1300,0,624,45,0,2,100,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,63.0,720,731,441,278,0,323,1,0,5,27,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,78.0,34772,36751,4130,1845,0,976,235,0,0,103,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,67.0,0,188,156,319,0,230,0,0,0,0,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,,1128,1032,177,138,0,254,3,0,9,40,Publisher-Backed,1,2018
False,1.99,False,0,True,True,False,,73591,80419,2554,461,0,303,106,0,7,114,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,8570,7220,2671,123,0,86,8,0,0,15,Self-Published,1,2018
False,14.99,False,0,True,True,True,90.0,2739,3003,203,283,0,167,10,0,0,33,Self-Published,1,2018
False,11.99,False,0,True,True,True,84.0,3420,3657,525,358,0,52,8,0,0,22,Self-Published,1,2018
False,19.99,False,0,True,True,False,,2780,2471,414,2843,0,927,27,0,0,140,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,91.0,31969,39201,5123,4512,0,3000,197,0,4,38,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,81.0,11328,12504,1132,3367,0,803,373,0,5,73,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,89.0,30738,28093,923,497,41,463,166,0,1,16,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,1465,1491,85,368,0,311,6,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,,22432,16402,3219,421,11,132,127,0,1,17,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,,8524,8123,209,118,0,123,6,0,2,48,Self-Published,1,2018
False,24.99,False,0,True,False,False,83.0,8689,7652,2597,232,161,133,30,0,0,26,Self-Published,1,2017
False,29.99,False,0,True,False,False,,162663,38595,17286,2298,765,465,39502,17,0,77,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,82.0,907,934,250,499,0,299,0,0,0,51,Self-Published,1,2018
False,14.99,False,0,True,True,False,,9386,7859,1993,1815,11,1194,193,0,0,30,Self-Published,1,2018
False,39.99,False,0,True,False,False,66.0,13028,12840,6587,383,0,134,37,0,2,46,Publisher-Backed,1,2021
False,1.24,False,75,True,False,True,,0,24,4,0,0,0,0,0,0,8,Self-Published,1,2018
False,8.99,False,0,True,False,False,,20350,13136,1368,6585,249,6483,509,0,0,0,Publisher-Backed,1,2018
False,4.99,False,0,True,True,False,,3380,3972,418,265,0,272,5,0,0,24,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,77.0,1834,1499,532,421,0,164,32,0,4,43,Publisher-Backed,1,2018
False,29.99,False,0,True,True,False,82.0,14332,15589,3042,1196,0,423,173,0,13,139,Self-Published,1,2018
False,24.99,False,0,True,False,False,,3725,3298,571,328,0,125,10,0,0,16,Self-Published,1,2018
False,19.99,False,0,True,False,False,,14977,12725,1227,1308,48,551,260,0,12,104,Publisher-Backed,1,2018
False,4.99,False,80,True,True,False,,2519,2072,1021,340,0,426,2,0,2,26,Publisher-Backed,1,2018
False,4.49,False,85,True,False,False,75.0,11492,10945,4123,766,0,167,93,0,2,25,Publisher-Backed,1,2018
False,1.99,False,0,True,True,False,,31692,31465,2425,105,0,84,92,0,3,20,Self-Published,1,2018
False,29.99,False,0,True,False,False,70.0,405,344,215,921,0,1734,1,17,2,52,Publisher-Backed,1,2018
False,3.99,False,0,True,True,False,,1349,820,686,841,757,314,1,0,0,30,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,77.0,2574,2301,950,397,4,188,73,0,0,0,Publisher-Backed,1,2007
False,0.99,False,0,True,False,False,,0,163,142,337,0,211,0,0,0,4,Self-Published,1,2018
False,19.99,False,0,True,False,False,,4284,4555,448,314,0,193,44,0,0,11,Self-Published,1,2018
False,3.59,False,82,True,True,False,,4678,3953,938,474,0,166,41,0,3,103,Publisher-Backed,1,2018
False,29.99,False,0,True,True,True,85.0,216382,256362,19408,3281,348,763,8842,0,76,135,Publisher-Backed,1,2018
False,6.99,False,0,True,False,False,,34641,22235,2653,1674,174,168,5667,0,0,0,Self-Published,1,2018
False,7.99,False,0,True,False,False,,3054,3139,421,112,0,77,10,0,1,15,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,301533,179154,6488,1157,254,616,32349,0,0,0,Self-Published,1,2018
False,24.99,False,0,True,False,False,,1924,1871,197,366,0,141,15,0,0,40,Publisher-Backed,1,2018
False,24.99,False,0,True,False,True,,3777,3873,411,295,0,143,55,0,3,20,Self-Published,1,2018
False,34.99,False,50,True,False,False,,11585,4749,5236,1441,49,1439,506,0,37,57,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,27,2,0,0,0,0,0,0,20,Publisher-Backed,1,2018
False,1.99,False,80,True,False,False,89.0,4828,3844,637,103,0,61,26,0,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,8815,10010,827,329,1,224,22,0,1,40,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,4878,7496,353,139,0,99,15,0,8,12,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,7366,6752,354,142,0,128,29,0,0,14,Self-Published,1,2018
False,4.99,False,75,True,False,False,89.0,44677,43128,1925,165,0,135,70,0,1,9,Publisher-Backed,1,2018
False,13.99,False,0,True,False,False,,4139,3453,640,17342,0,22453,349,0,3,13,Self-Published,1,2018
False,0.99,False,0,True,False,False,,0,2,2,0,0,0,0,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,,6108,6306,821,393,0,391,22,0,2,29,Publisher-Backed,1,2018
False,0.49,False,90,True,False,False,,709,430,526,235,0,223,0,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,82153,83095,1993,4902,692,922,2703,0,2,128,Publisher-Backed,1,2018
False,34.99,False,0,True,False,False,,32873,26514,1602,1737,37,1629,3605,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,89.0,10884,8994,1049,1496,26,312,71,0,0,42,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,372,656,141,287,0,293,1,0,2,59,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,77.0,6413,6123,555,322,0,141,40,0,1,26,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,75.0,87196,111325,15541,3591,715,561,4508,17,5,307,Self-Published,1,2018
False,9.99,False,0,True,False,False,,4245,13303,2074,314,0,57,297,0,0,58,Publisher-Backed,1,2018
False,6.29,False,30,True,False,False,,0,5,8,0,0,0,0,0,0,8,Self-Published,1,2018
False,1.49,False,90,True,False,False,,1376,1434,337,1220,0,70,5,0,0,22,Self-Published,1,2018
False,14.99,False,0,True,False,False,,2004,1426,635,354,0,148,53,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,,17975,15108,4313,772,353,479,318,0,20,20,Publisher-Backed,1,2018
False,0.49,False,51,True,True,True,,7061,7009,884,1078,0,112,143,0,0,100,Publisher-Backed,1,2019
False,29.99,False,0,True,False,False,77.0,45531,41508,7257,3496,24,1084,2751,0,1,34,Self-Published,1,2018
False,14.99,False,0,True,True,False,,4434,4341,614,42,0,30,37,0,0,0,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,129,161,180,203,0,211,1,0,0,8,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,10385,12719,1770,84,0,47,20,0,0,14,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,67.0,2459,2628,386,2799,0,709,10,0,17,35,Self-Published,1,2018
False,9.99,False,0,True,True,True,75.0,4802,4576,1263,223,294,96,4,0,1,123,Self-Published,1,2013
False,9.99,False,0,True,False,False,,425,253,47,135,31,115,3,0,1,30,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,2290,2609,238,358,0,400,7,0,4,165,Self-Published,1,2018
False,19.99,False,0,True,True,False,,2252,2231,253,116,0,114,3,0,0,28,Self-Published,1,2015
False,14.99,False,0,True,True,True,70.0,10622,8888,1887,1480,0,500,75,0,1,36,Self-Published,1,2018
False,19.99,False,0,True,False,False,,10045,11971,746,872,0,307,66,0,1,27,Publisher-Backed,1,2018
False,39.99,False,0,True,False,False,,190065,166775,26046,2166,311,507,6308,17,7,50,Publisher-Backed,1,2018
False,13.99,False,30,True,True,True,84.0,2365,2168,522,268,0,208,11,0,0,3,Self-Published,1,2018
False,19.99,False,0,True,False,False,,8246,6192,2531,15372,65,815,1143,0,24,0,Self-Published,1,2018
False,19.99,False,0,True,False,False,86.0,30713,28544,4366,3174,1073,786,1264,0,19,0,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,7374,7203,795,691,0,460,114,0,2,70,Publisher-Backed,1,2018
False,39.99,False,0,True,True,True,88.0,110230,121084,6078,3574,440,564,1844,0,2,0,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,68,152,203,0,245,24,0,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,69.0,405,999,114,486,0,90,1,0,0,30,Self-Published,1,2018
False,19.99,False,0,True,False,False,,7094,6231,308,622,128,264,39,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,,6373,5619,821,350,0,220,28,0,2,6,Self-Published,1,2018
False,9.99,False,0,True,False,False,,841,967,306,354,0,53,6,17,0,0,Self-Published,1,2018
False,24.99,False,0,True,True,True,79.0,44576,54016,11428,1736,0,250,32,0,2,49,Self-Published,1,2018
False,3.49,False,30,True,True,True,,105571,94525,3276,2550,893,1002,6389,0,3,177,Self-Published,1,2018
False,1.99,False,0,True,False,False,,267,192,128,195,0,227,0,0,0,25,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,,2590,2277,180,390,0,261,29,0,1,30,Self-Published,1,2018
False,2.99,False,0,True,False,False,,6760,0,0,497,16,434,109,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,72.0,1175,1432,1051,128,0,60,11,0,12,51,Publisher-Backed,1,2018
